fan_id,age_group,household_type,distance_from_arena_bucket,preferred_ticket_segment,loyalty_status,games_attended_last_12_months,avg_ticket_spend,avg_concession_spend,avg_merchandise_spend,promotion_usage_rate,email_engagement_score,fan_value_score
4679,35-44,Student,5-15 miles,Club Level,Season Ticket Holder,40,234.64,11.12,69.54,0.2629,0.5221,0.6341
4680,35-44,Couple,60+ miles,Group Sales,Casual Fan,8,114.03,26.98,64.19,0.4977,0.342,0.3973
4681,55-64,Family with Kids,30-60 miles,Corporate Partner Allocation,New Fan,4,80.55,30.3,58.78,0.2113,0.4991,0.3827
4682,25-34,Student,5-15 miles,Corporate Partner Allocation,New Fan,2,76.26,39.35,34.44,0.1885,0.5942,0.3648
4683,35-44,Empty Nester,15-30 miles,Upper Bowl,Casual Fan,8,109.28,11.59,29.42,0.4671,0.5962,0.3041
4684,55-64,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,14,119.71,39.55,46.36,0.2355,0.3589,0.4543
4685,25-34,Family with Kids,15-30 miles,Lower Bowl,Casual Fan,2,80.71,42.01,16.41,0.5679,0.5707,0.322
4686,35-44,Family with Kids,30-60 miles,Student Promo,Casual Fan,3,117.73,35.59,12.3,0.3724,0.6679,0.3461
4687,25-34,Student,15-30 miles,Premium Courtside,Premium Member,30,206.46,25.56,46.39,0.498,0.3844,0.5426
4688,25-34,Family with Kids,60+ miles,Group Sales,Repeat Buyer,14,150.22,12.4,60.33,0.2151,0.7811,0.4569
4689,35-44,Corporate,<5 miles,Upper Bowl,New Fan,1,49.85,44.69,64.14,0.2925,0.5562,0.4039
4690,18-24,Single,5-15 miles,Season Ticket,Repeat Buyer,7,97.31,25.72,44.25,0.099,0.6802,0.3916
4691,35-44,Corporate,<5 miles,Premium Courtside,Casual Fan,2,113.23,8.75,57.97,0.2554,0.3487,0.3078
4692,45-54,Student,5-15 miles,Lower Bowl,Casual Fan,8,75.99,28.65,75.06,0.4209,0.7962,0.4429
4693,55-64,Family with Kids,30-60 miles,Family Pack,Casual Fan,7,104.55,32.26,55.14,0.0948,0.5491,0.4266
4694,25-34,Student,15-30 miles,Lower Bowl,Casual Fan,5,98.5,18.78,56.29,0.3315,0.7721,0.3798
4695,55-64,Couple,<5 miles,Student Promo,New Fan,4,88.53,39.43,79.68,0.4139,0.3932,0.4378
4696,65+,Single,<5 miles,Group Sales,Casual Fan,2,79.98,36.27,36.42,0.2241,0.6028,0.3602
4697,18-24,Couple,15-30 miles,Group Sales,Premium Member,24,243.21,40.39,46.78,0.2443,0.1683,0.5832
4698,25-34,Couple,60+ miles,Family Pack,Repeat Buyer,14,107.0,26.09,8.01,0.1957,0.4126,0.335
4699,45-54,Student,5-15 miles,Season Ticket,Casual Fan,7,74.54,39.06,19.72,0.5605,0.8617,0.3674
4700,18-24,Single,5-15 miles,Family Pack,Casual Fan,6,64.74,10.43,53.29,0.4757,0.6349,0.304
4701,55-64,Corporate,5-15 miles,Group Sales,Repeat Buyer,8,179.45,18.11,54.4,0.4189,0.2528,0.3953
4702,18-24,Family with Kids,5-15 miles,Season Ticket,Premium Member,24,319.98,32.94,8.59,0.0942,0.5989,0.597
4703,35-44,Couple,15-30 miles,Club Level,Casual Fan,4,119.98,21.02,69.83,0.1392,0.7334,0.4302
4704,45-54,Empty Nester,60+ miles,Student Promo,Season Ticket Holder,41,219.68,38.36,17.68,0.1953,0.2162,0.5937
4705,35-44,Couple,60+ miles,Student Promo,Casual Fan,6,58.07,16.3,46.63,0.8267,0.8545,0.3103
4706,18-24,Student,30-60 miles,Student Promo,Repeat Buyer,15,129.45,13.07,23.69,0.4144,0.3434,0.3255
4707,55-64,Single,60+ miles,Premium Courtside,Premium Member,34,252.65,38.05,46.94,0.2685,0.4002,0.6538
4708,35-44,Student,5-15 miles,Season Ticket,Premium Member,28,332.77,37.58,57.24,0.3011,0.443,0.7072
4709,55-64,Family with Kids,60+ miles,Season Ticket,Corporate Guest,3,156.54,18.11,72.37,0.2639,0.5427,0.4235
4710,45-54,Corporate,5-15 miles,Upper Bowl,Corporate Guest,9,361.1,16.9,11.82,0.1585,0.2935,0.4747
4711,45-54,Corporate,<5 miles,Premium Courtside,New Fan,3,61.01,43.99,62.4,0.3302,0.5105,0.4103
4712,25-34,Corporate,15-30 miles,Corporate Partner Allocation,Season Ticket Holder,38,268.04,31.45,78.89,0.1546,0.2988,0.7187
4713,55-64,Single,<5 miles,Corporate Partner Allocation,Repeat Buyer,15,126.1,35.69,47.71,0.1042,0.2103,0.4455
4714,65+,Single,15-30 miles,Corporate Partner Allocation,Casual Fan,6,111.65,14.2,54.46,0.3413,0.4965,0.3481
4715,35-44,Empty Nester,5-15 miles,Premium Courtside,Season Ticket Holder,39,219.87,14.98,55.63,0.4484,0.6246,0.6055
4716,25-34,Empty Nester,<5 miles,Corporate Partner Allocation,Casual Fan,6,63.96,24.91,69.47,0.1785,0.7947,0.4129
4717,18-24,Corporate,60+ miles,Premium Courtside,Corporate Guest,11,293.07,33.55,36.98,0.6367,0.4443,0.5254
4718,65+,Corporate,<5 miles,Club Level,Casual Fan,7,95.78,15.42,37.79,0.1022,0.7117,0.347
4719,35-44,Empty Nester,15-30 miles,Group Sales,Premium Member,25,338.66,44.94,33.61,0.1905,0.4284,0.6815
4720,25-34,Single,15-30 miles,Premium Courtside,Casual Fan,6,77.54,23.0,58.89,0.4093,0.4427,0.3505
4721,35-44,Student,15-30 miles,Premium Courtside,Casual Fan,6,57.45,20.84,52.43,0.2702,0.4731,0.3255
4722,65+,Single,15-30 miles,Student Promo,Casual Fan,3,106.63,30.19,79.79,0.117,0.7334,0.4653
4723,35-44,Corporate,5-15 miles,Group Sales,Casual Fan,5,85.72,35.03,61.95,0.1083,0.3593,0.4045
4724,25-34,Student,<5 miles,Club Level,Corporate Guest,9,341.17,40.47,5.45,0.4222,0.3531,0.5186
4725,25-34,Corporate,15-30 miles,Season Ticket,Casual Fan,5,58.17,34.68,45.49,0.5462,0.3077,0.324
4726,55-64,Family with Kids,15-30 miles,Corporate Partner Allocation,Season Ticket Holder,41,230.61,22.9,13.35,0.3969,0.627,0.5736
4727,55-64,Corporate,5-15 miles,Season Ticket,Repeat Buyer,10,173.69,33.67,51.97,0.4571,0.5119,0.4719
4728,65+,Family with Kids,5-15 miles,Group Sales,New Fan,4,79.49,9.75,66.48,0.6459,0.3667,0.2929
4729,35-44,Student,<5 miles,Season Ticket,Premium Member,40,223.23,17.77,34.32,0.1901,0.7412,0.6069
4730,25-34,Corporate,15-30 miles,Upper Bowl,Repeat Buyer,13,114.04,23.4,75.87,0.2086,0.4414,0.4561
4731,45-54,Student,30-60 miles,Corporate Partner Allocation,New Fan,3,80.95,10.66,61.75,0.3817,0.306,0.2904
4732,35-44,Empty Nester,30-60 miles,Premium Courtside,Season Ticket Holder,38,272.9,35.41,77.35,0.2185,0.8232,0.7821
4733,35-44,Empty Nester,30-60 miles,Family Pack,Corporate Guest,12,312.37,10.5,20.46,0.2841,0.4726,0.4579
4734,35-44,Empty Nester,30-60 miles,Season Ticket,Premium Member,32,268.39,23.66,33.26,0.1104,0.4368,0.5942
4735,25-34,Empty Nester,<5 miles,Club Level,Season Ticket Holder,41,137.67,33.32,68.53,0.9258,0.3865,0.589
4736,45-54,Family with Kids,15-30 miles,Corporate Partner Allocation,Premium Member,30,236.96,13.87,57.61,0.6098,0.794,0.5838
4737,35-44,Single,15-30 miles,Lower Bowl,Casual Fan,5,84.3,16.35,45.07,0.2049,0.8089,0.3496
4738,25-34,Single,5-15 miles,Lower Bowl,Casual Fan,5,119.41,17.36,20.43,0.0863,0.3843,0.2976
4739,35-44,Empty Nester,15-30 miles,Lower Bowl,Casual Fan,6,81.29,29.11,53.63,0.3599,0.7776,0.3999
4740,25-34,Corporate,15-30 miles,Club Level,Repeat Buyer,11,114.17,16.27,39.68,0.2562,0.4232,0.3506
4741,35-44,Student,5-15 miles,Club Level,Repeat Buyer,13,99.68,39.33,15.81,0.1337,0.7963,0.4246
4742,45-54,Student,30-60 miles,Family Pack,Corporate Guest,3,209.68,44.51,55.22,0.1868,0.5412,0.5244
4743,55-64,Empty Nester,5-15 miles,Group Sales,Casual Fan,5,64.76,42.08,7.22,0.3271,0.3147,0.2937
4744,35-44,Corporate,<5 miles,Family Pack,Corporate Guest,12,298.84,13.96,38.41,0.2355,0.7628,0.524
4745,35-44,Empty Nester,<5 miles,Corporate Partner Allocation,Casual Fan,7,97.86,20.83,52.3,0.1912,0.6903,0.3872
4746,18-24,Student,60+ miles,Group Sales,Premium Member,30,248.03,21.29,61.69,0.196,0.6025,0.6263
4747,45-54,Empty Nester,5-15 miles,Upper Bowl,Repeat Buyer,5,110.07,44.17,55.98,0.5075,0.7374,0.4606
4748,45-54,Empty Nester,5-15 miles,Season Ticket,Casual Fan,3,108.51,26.55,26.91,0.3577,0.6675,0.3369
4749,65+,Single,<5 miles,Family Pack,Casual Fan,3,65.09,20.46,69.59,0.6425,0.2256,0.3044
4750,65+,Couple,30-60 miles,Upper Bowl,Casual Fan,8,116.43,34.61,5.69,0.2374,0.2888,0.3226
4751,35-44,Empty Nester,5-15 miles,Club Level,Casual Fan,4,111.88,32.65,30.11,0.1574,0.4435,0.3583
4752,35-44,Corporate,15-30 miles,Group Sales,Casual Fan,8,91.48,17.55,74.93,0.5114,0.4838,0.382
4753,35-44,Empty Nester,60+ miles,Season Ticket,Casual Fan,8,103.54,34.43,44.05,0.3673,0.4991,0.3985
4754,45-54,Family with Kids,5-15 miles,Club Level,Repeat Buyer,15,152.84,9.37,13.27,0.1565,0.8981,0.3801
4755,45-54,Empty Nester,15-30 miles,Group Sales,Premium Member,27,346.92,29.97,28.57,0.4494,0.4163,0.6242
4756,35-44,Student,15-30 miles,Group Sales,Casual Fan,6,116.15,19.67,63.65,0.3513,0.1756,0.3545
4757,35-44,Empty Nester,15-30 miles,Student Promo,New Fan,3,79.4,32.82,19.93,0.3114,0.7319,0.3308
4758,25-34,Corporate,15-30 miles,Student Promo,Season Ticket Holder,40,250.77,34.1,74.91,0.6429,0.7361,0.7357
4759,18-24,Empty Nester,30-60 miles,Student Promo,Repeat Buyer,6,91.95,21.18,64.64,0.7203,0.4069,0.3473
4760,35-44,Empty Nester,15-30 miles,Premium Courtside,Casual Fan,5,74.18,26.98,72.72,0.3167,0.5212,0.3946
4761,25-34,Family with Kids,15-30 miles,Student Promo,Repeat Buyer,9,143.8,14.07,37.8,0.3617,0.6287,0.3683
4762,55-64,Single,15-30 miles,Group Sales,Repeat Buyer,6,99.77,12.15,20.7,0.532,0.6092,0.2705
4763,35-44,Couple,30-60 miles,Lower Bowl,Repeat Buyer,11,75.47,37.46,43.8,0.1424,0.4124,0.4035
4764,18-24,Family with Kids,30-60 miles,Group Sales,Casual Fan,6,100.25,39.61,40.16,0.4217,0.5701,0.4005
4765,35-44,Student,30-60 miles,Corporate Partner Allocation,Casual Fan,6,104.41,27.87,66.18,0.227,0.3531,0.4014
4766,35-44,Family with Kids,5-15 miles,Premium Courtside,Casual Fan,8,95.73,13.77,26.21,0.2581,0.3025,0.2759
4767,35-44,Couple,60+ miles,Season Ticket,Repeat Buyer,15,97.38,27.68,10.33,0.2264,0.7798,0.3772
4768,45-54,Empty Nester,5-15 miles,Family Pack,Premium Member,30,213.5,25.46,79.66,0.1482,0.3645,0.6257
4769,18-24,Empty Nester,15-30 miles,Lower Bowl,Casual Fan,2,97.14,42.13,64.32,0.1561,0.4804,0.4366
4770,45-54,Student,15-30 miles,Student Promo,Casual Fan,8,82.73,33.04,24.32,0.2375,0.3331,0.3305
4771,25-34,Family with Kids,5-15 miles,Lower Bowl,Repeat Buyer,8,149.24,35.55,17.97,0.1808,0.4256,0.3908
4772,25-34,Single,30-60 miles,Student Promo,Premium Member,28,272.39,35.8,10.94,0.3326,0.5918,0.5808
4773,45-54,Single,5-15 miles,Corporate Partner Allocation,Repeat Buyer,15,133.24,35.37,50.25,0.1602,0.5101,0.4819
4774,65+,Student,15-30 miles,Student Promo,Repeat Buyer,14,116.12,29.71,29.39,0.1339,0.4838,0.4044
4775,55-64,Family with Kids,30-60 miles,Student Promo,Premium Member,34,274.66,25.86,60.95,0.21,0.6456,0.684
4776,55-64,Single,30-60 miles,Premium Courtside,Season Ticket Holder,37,248.01,19.6,12.16,0.6507,0.7142,0.5504
4777,25-34,Student,30-60 miles,Student Promo,New Fan,1,85.07,29.7,53.84,0.1079,0.2169,0.3373
4778,25-34,Couple,15-30 miles,Corporate Partner Allocation,Repeat Buyer,7,90.95,23.53,78.79,0.121,0.6419,0.4392
4779,45-54,Couple,15-30 miles,Premium Courtside,Season Ticket Holder,38,253.16,17.34,24.34,0.3261,0.5961,0.579
4780,18-24,Empty Nester,60+ miles,Family Pack,Repeat Buyer,6,178.38,27.73,17.98,0.4276,0.4399,0.3668
4781,35-44,Empty Nester,5-15 miles,Group Sales,Repeat Buyer,7,121.19,44.14,20.63,0.0971,0.328,0.3922
4782,25-34,Couple,5-15 miles,Group Sales,Casual Fan,8,64.61,25.98,6.49,0.438,0.3745,0.2536
4783,25-34,Corporate,<5 miles,Lower Bowl,Casual Fan,3,74.55,28.42,52.62,0.1578,0.551,0.3632
4784,25-34,Empty Nester,5-15 miles,Group Sales,Season Ticket Holder,39,246.22,24.16,6.54,0.3165,0.824,0.5911
4785,18-24,Corporate,30-60 miles,Club Level,Casual Fan,3,73.33,40.63,15.31,0.3664,0.3218,0.2997
4786,35-44,Student,5-15 miles,Season Ticket,New Fan,1,86.52,20.92,67.94,0.1656,0.6502,0.376
4787,25-34,Family with Kids,15-30 miles,Club Level,Premium Member,21,329.89,13.46,9.32,0.6942,0.6181,0.4985
4788,18-24,Corporate,30-60 miles,Club Level,Repeat Buyer,7,157.76,38.79,53.43,0.5003,0.1756,0.4289
4789,35-44,Empty Nester,15-30 miles,Premium Courtside,New Fan,2,82.43,33.13,58.25,0.2437,0.5451,0.3858
4790,55-64,Family with Kids,15-30 miles,Family Pack,Repeat Buyer,12,119.99,18.41,11.29,0.197,0.7213,0.3467
4791,35-44,Family with Kids,5-15 miles,Student Promo,New Fan,4,68.34,40.17,9.59,0.1458,0.5113,0.3184
4792,45-54,Couple,5-15 miles,Group Sales,Casual Fan,3,111.02,36.95,69.12,0.3338,0.6005,0.4471
4793,35-44,Empty Nester,15-30 miles,Upper Bowl,New Fan,4,54.65,32.92,14.51,0.1615,0.2178,0.2627
4794,35-44,Student,15-30 miles,Family Pack,Premium Member,20,439.21,17.28,34.32,0.5845,0.855,0.6674
4795,55-64,Family with Kids,30-60 miles,Club Level,Casual Fan,2,66.27,39.77,38.58,0.2592,0.3997,0.3432
4796,65+,Family with Kids,60+ miles,Corporate Partner Allocation,Premium Member,36,254.29,43.32,65.33,0.5068,0.1823,0.6832
4797,55-64,Empty Nester,60+ miles,Group Sales,Casual Fan,8,104.54,24.61,70.84,0.9063,0.5289,0.3928
4798,45-54,Family with Kids,5-15 miles,Family Pack,Premium Member,30,249.2,25.25,30.25,0.2772,0.7844,0.5956
4799,35-44,Couple,<5 miles,Club Level,Casual Fan,5,103.6,15.12,38.52,0.1822,0.4525,0.3137
4800,35-44,Single,<5 miles,Family Pack,Corporate Guest,11,161.17,17.23,13.03,0.2194,0.5624,0.3561
4801,35-44,Student,5-15 miles,Lower Bowl,New Fan,3,89.16,21.14,31.16,0.4176,0.7671,0.3187
4802,55-64,Empty Nester,15-30 miles,Upper Bowl,Repeat Buyer,15,126.99,30.05,76.04,0.2414,0.6861,0.5212
4803,45-54,Couple,5-15 miles,Season Ticket,Premium Member,23,214.16,8.76,76.59,0.1899,0.5429,0.5464
4804,18-24,Single,15-30 miles,Lower Bowl,Casual Fan,6,96.74,42.01,7.81,0.1538,0.6114,0.3626
4805,55-64,Single,15-30 miles,Corporate Partner Allocation,Repeat Buyer,9,123.09,29.4,29.34,0.7839,0.8043,0.3839
4806,18-24,Empty Nester,30-60 miles,Corporate Partner Allocation,Repeat Buyer,6,120.14,38.5,23.14,0.1305,0.3748,0.3754
4807,25-34,Couple,5-15 miles,Upper Bowl,Premium Member,34,251.51,32.63,38.73,0.3023,0.2527,0.603
4808,35-44,Family with Kids,15-30 miles,Upper Bowl,Season Ticket Holder,41,141.46,40.65,14.76,0.2886,0.5698,0.5658
4809,55-64,Empty Nester,30-60 miles,Student Promo,Repeat Buyer,14,86.5,9.57,28.07,0.1023,0.3431,0.2993
4810,35-44,Family with Kids,<5 miles,Club Level,Premium Member,29,274.34,29.3,58.21,0.4311,0.6781,0.6579
4811,18-24,Empty Nester,5-15 miles,Student Promo,New Fan,1,68.21,37.9,78.28,0.149,0.5792,0.4315
4812,45-54,Corporate,15-30 miles,Lower Bowl,Repeat Buyer,15,93.37,35.29,14.43,0.4522,0.5136,0.3692
4813,18-24,Empty Nester,30-60 miles,Upper Bowl,Season Ticket Holder,36,169.82,11.2,39.17,0.4948,0.2096,0.4647
4814,35-44,Family with Kids,5-15 miles,Corporate Partner Allocation,Repeat Buyer,14,91.63,28.38,75.96,0.19,0.4816,0.4652
4815,55-64,Empty Nester,30-60 miles,Group Sales,Corporate Guest,4,186.0,22.56,31.08,0.7539,0.6058,0.3705
4816,35-44,Single,15-30 miles,Corporate Partner Allocation,Repeat Buyer,5,177.14,8.68,41.41,0.344,0.5679,0.3583
4817,45-54,Corporate,60+ miles,Club Level,Casual Fan,2,95.85,31.5,9.41,0.6328,0.6601,0.2913
4818,35-44,Single,15-30 miles,Corporate Partner Allocation,Repeat Buyer,14,175.72,39.3,37.23,0.1465,0.8527,0.5337
4819,55-64,Corporate,15-30 miles,Family Pack,Repeat Buyer,13,108.46,12.01,42.57,0.2926,0.5007,0.3531
4820,35-44,Empty Nester,15-30 miles,Season Ticket,New Fan,3,89.48,30.68,69.86,0.4407,0.4688,0.3923
4821,35-44,Family with Kids,15-30 miles,Upper Bowl,Casual Fan,4,104.2,28.15,64.14,0.3216,0.6618,0.4148
4822,45-54,Couple,15-30 miles,Season Ticket,Casual Fan,8,85.4,41.44,44.58,0.2708,0.5886,0.4225
4823,35-44,Student,30-60 miles,Family Pack,Premium Member,28,259.23,33.02,35.59,0.2198,0.2475,0.5788
4824,25-34,Empty Nester,30-60 miles,Season Ticket,Repeat Buyer,12,114.1,37.27,57.76,0.3419,0.1151,0.4242
4825,55-64,Corporate,15-30 miles,Lower Bowl,Casual Fan,3,74.7,12.62,68.84,0.2315,0.4013,0.3224
4826,45-54,Student,15-30 miles,Club Level,Season Ticket Holder,39,237.85,28.3,32.32,0.5834,0.6559,0.6166
4827,25-34,Family with Kids,15-30 miles,Corporate Partner Allocation,Casual Fan,5,105.07,13.66,43.92,0.271,0.4488,0.3153
4828,25-34,Student,15-30 miles,Club Level,Repeat Buyer,8,151.76,13.39,47.92,0.322,0.2918,0.3546
4829,18-24,Couple,60+ miles,Lower Bowl,Casual Fan,3,93.18,24.41,5.82,0.2383,0.4305,0.2605
4830,25-34,Single,60+ miles,Season Ticket,Premium Member,29,316.59,27.43,72.13,0.3879,0.341,0.6791
4831,45-54,Student,15-30 miles,Student Promo,Casual Fan,5,64.65,44.43,18.4,0.3506,0.3765,0.3274
4832,25-34,Family with Kids,30-60 miles,Family Pack,Casual Fan,4,97.91,42.81,54.23,0.174,0.5304,0.4344
4833,18-24,Family with Kids,5-15 miles,Season Ticket,Repeat Buyer,10,108.85,8.79,24.89,0.5267,0.2648,0.2596
4834,55-64,Empty Nester,30-60 miles,Lower Bowl,Casual Fan,6,73.36,28.25,47.21,0.354,0.5683,0.3581
4835,45-54,Corporate,<5 miles,Lower Bowl,New Fan,3,45.16,11.38,34.32,0.3182,0.5454,0.2407
4836,18-24,Empty Nester,15-30 miles,Student Promo,Casual Fan,6,71.04,10.84,38.54,0.1817,0.2552,0.2594
4837,25-34,Student,30-60 miles,Season Ticket,Repeat Buyer,8,81.77,38.66,52.58,0.4868,0.3583,0.3916
4838,45-54,Family with Kids,30-60 miles,Family Pack,Repeat Buyer,6,156.82,39.83,53.26,0.0787,0.7628,0.5062
4839,25-34,Couple,15-30 miles,Season Ticket,Season Ticket Holder,41,158.64,34.77,51.24,0.2727,0.5835,0.6301
4840,55-64,Single,5-15 miles,Premium Courtside,Casual Fan,5,69.17,41.93,13.79,0.401,0.6732,0.3411
4841,25-34,Corporate,<5 miles,Club Level,Corporate Guest,12,366.27,36.68,8.14,0.158,0.7777,0.6008
4842,18-24,Single,15-30 miles,Season Ticket,Casual Fan,6,108.94,22.69,67.87,0.277,0.694,0.4224
4843,65+,Corporate,15-30 miles,Season Ticket,Repeat Buyer,10,123.62,23.69,78.14,0.3626,0.5046,0.4527
4844,45-54,Corporate,5-15 miles,Student Promo,Casual Fan,4,91.25,21.61,63.43,0.2322,0.5035,0.3702
4845,35-44,Family with Kids,<5 miles,Lower Bowl,Casual Fan,6,56.14,30.66,46.64,0.4206,0.8064,0.3722
4846,18-24,Corporate,15-30 miles,Season Ticket,Premium Member,33,390.33,25.81,58.74,0.7124,0.4195,0.7171
4847,55-64,Corporate,30-60 miles,Family Pack,Season Ticket Holder,39,235.56,25.94,6.43,0.0914,0.5152,0.5689
4848,25-34,Corporate,15-30 miles,Corporate Partner Allocation,Repeat Buyer,6,162.94,17.77,52.61,0.4583,0.5407,0.395
4849,45-54,Couple,30-60 miles,Corporate Partner Allocation,Repeat Buyer,15,102.35,24.99,11.5,0.5697,0.4064,0.3198
4850,65+,Couple,15-30 miles,Club Level,Season Ticket Holder,36,153.75,14.54,16.37,0.3161,0.401,0.4487
4851,18-24,Corporate,15-30 miles,Season Ticket,Corporate Guest,6,365.27,40.23,25.44,0.1077,0.6361,0.6034
4852,25-34,Single,30-60 miles,Season Ticket,Repeat Buyer,5,95.38,44.58,45.3,0.3191,0.378,0.404
4853,25-34,Single,15-30 miles,Group Sales,Casual Fan,7,59.24,9.21,37.8,0.4174,0.8152,0.2924
4854,35-44,Couple,<5 miles,Upper Bowl,Repeat Buyer,9,86.16,8.25,65.41,0.3292,0.4743,0.342
4855,25-34,Family with Kids,15-30 miles,Season Ticket,Premium Member,31,213.43,23.96,27.24,0.3026,0.4148,0.5245
4856,45-54,Couple,15-30 miles,Upper Bowl,Repeat Buyer,7,126.33,9.41,34.68,0.3214,0.6734,0.3301
4857,35-44,Single,5-15 miles,Upper Bowl,Repeat Buyer,12,109.02,41.9,8.14,0.5379,0.79,0.4004
4858,35-44,Single,15-30 miles,Student Promo,Premium Member,26,335.73,39.88,74.96,0.6437,0.7685,0.7561
4859,55-64,Family with Kids,5-15 miles,Family Pack,Casual Fan,6,78.48,23.99,29.39,0.1669,0.5632,0.3234
4860,55-64,Single,5-15 miles,Club Level,Premium Member,27,266.04,21.04,12.77,0.1338,0.7604,0.5521
4861,35-44,Couple,5-15 miles,Club Level,Premium Member,25,334.55,18.09,65.43,0.5206,0.7583,0.6649
4862,35-44,Empty Nester,30-60 miles,Season Ticket,New Fan,4,60.62,24.66,18.59,0.3044,0.8492,0.3034
4863,35-44,Single,60+ miles,Club Level,Premium Member,30,348.15,19.24,33.1,0.1212,0.834,0.6707
4864,55-64,Single,5-15 miles,Group Sales,Premium Member,28,272.82,16.14,33.95,0.2746,0.5,0.5525
4865,45-54,Couple,30-60 miles,Group Sales,Casual Fan,2,84.91,25.54,26.41,0.619,0.7619,0.3057
4866,18-24,Student,5-15 miles,Group Sales,Casual Fan,4,75.89,30.04,67.73,0.4762,0.3199,0.3638
4867,55-64,Couple,60+ miles,Corporate Partner Allocation,Season Ticket Holder,39,272.85,12.37,41.91,0.0883,0.8337,0.6512
4868,18-24,Couple,<5 miles,Student Promo,Casual Fan,6,103.68,41.39,6.76,0.4176,0.2228,0.3119
4869,25-34,Empty Nester,5-15 miles,Season Ticket,Casual Fan,3,103.26,36.14,54.85,0.2773,0.5361,0.408
4870,25-34,Corporate,<5 miles,Student Promo,Season Ticket Holder,35,147.13,40.66,35.95,0.1803,0.8684,0.6159
4871,18-24,Student,30-60 miles,Season Ticket,Casual Fan,4,117.1,39.28,45.1,0.2726,0.7216,0.4346
4872,35-44,Student,5-15 miles,Lower Bowl,Repeat Buyer,14,154.19,12.21,7.29,0.4376,0.2136,0.2921
4873,45-54,Single,30-60 miles,Season Ticket,Casual Fan,7,94.8,23.96,10.88,0.3282,0.7042,0.3122
4874,55-64,Single,<5 miles,Corporate Partner Allocation,New Fan,2,57.97,27.41,29.95,0.5158,0.3088,0.2575
4875,45-54,Corporate,5-15 miles,Club Level,Casual Fan,7,58.58,32.99,63.85,0.2903,0.6145,0.4063
4876,45-54,Single,5-15 miles,Upper Bowl,Repeat Buyer,14,107.9,37.66,24.65,0.1894,0.51,0.4155
4877,55-64,Student,5-15 miles,Upper Bowl,Casual Fan,6,107.18,18.58,56.11,0.3999,0.4411,0.3539
4878,55-64,Corporate,60+ miles,Premium Courtside,Repeat Buyer,7,100.59,21.15,7.04,0.2701,0.8118,0.3138
4879,45-54,Couple,<5 miles,Lower Bowl,Casual Fan,7,75.47,37.48,57.41,0.5045,0.2845,0.3787
4880,25-34,Single,5-15 miles,Club Level,Season Ticket Holder,38,150.19,44.68,71.19,0.2451,0.807,0.703
4881,55-64,Empty Nester,5-15 miles,Corporate Partner Allocation,Repeat Buyer,14,102.43,43.59,13.9,0.3723,0.611,0.4118
4882,35-44,Couple,5-15 miles,Student Promo,Repeat Buyer,9,93.11,44.4,6.09,0.5096,0.3619,0.3365
4883,45-54,Couple,15-30 miles,Premium Courtside,Repeat Buyer,8,147.17,11.65,60.01,0.2603,0.2423,0.3661
4884,65+,Single,<5 miles,Lower Bowl,Casual Fan,7,103.38,28.43,72.42,0.2558,0.5737,0.4397
4885,55-64,Single,5-15 miles,Family Pack,Season Ticket Holder,35,205.51,27.54,32.4,0.3622,0.2778,0.5428
4886,65+,Single,5-15 miles,Lower Bowl,Premium Member,34,253.22,17.52,11.81,0.1588,0.4317,0.5286
4887,25-34,Single,60+ miles,Premium Courtside,Season Ticket Holder,35,249.01,38.1,74.58,0.0419,0.4968,0.7288
4888,65+,Empty Nester,60+ miles,Corporate Partner Allocation,Repeat Buyer,13,134.9,8.94,52.34,0.3229,0.6768,0.3978
4889,65+,Corporate,30-60 miles,Corporate Partner Allocation,Season Ticket Holder,41,186.74,39.65,14.33,0.1512,0.5751,0.6042
4890,25-34,Family with Kids,<5 miles,Premium Courtside,Repeat Buyer,9,156.95,30.52,69.01,0.1814,0.5529,0.4933
4891,45-54,Corporate,<5 miles,Lower Bowl,New Fan,2,64.87,43.57,35.63,0.2397,0.1475,0.325
4892,65+,Couple,5-15 miles,Premium Courtside,Repeat Buyer,14,103.53,34.82,55.88,0.3606,0.6402,0.4656
4893,25-34,Student,5-15 miles,Student Promo,Repeat Buyer,5,152.28,39.31,52.93,0.2477,0.7193,0.4827
4894,25-34,Student,5-15 miles,Family Pack,Casual Fan,8,103.51,20.1,32.96,0.129,0.6624,0.3581
4895,55-64,Family with Kids,5-15 miles,Premium Courtside,Repeat Buyer,8,164.19,19.47,38.39,0.1265,0.7696,0.4242
4896,18-24,Family with Kids,<5 miles,Club Level,Corporate Guest,4,283.79,27.6,52.18,0.4588,0.7689,0.534
4897,55-64,Corporate,15-30 miles,Season Ticket,Premium Member,26,304.55,40.27,40.46,0.4771,0.5896,0.6589
4898,35-44,Corporate,<5 miles,Family Pack,New Fan,1,64.64,18.51,45.62,0.289,0.1084,0.2488
4899,65+,Couple,30-60 miles,Student Promo,Season Ticket Holder,38,195.05,18.47,67.61,0.2761,0.6035,0.622
4900,25-34,Corporate,30-60 miles,Lower Bowl,Casual Fan,8,63.43,33.51,62.36,0.4179,0.4719,0.3933
4901,35-44,Couple,5-15 miles,Premium Courtside,Repeat Buyer,13,167.53,32.09,16.71,0.2169,0.7765,0.4488
