promotion_id,game_id,promotion_flag,promotion_type,promotion_cost,expected_promotion_lift_pct,sponsor_category,sponsor_value_estimate
3008,3008,True,Student Discount,3064.71,3.43,Tech,44082.37
3009,3009,True,Community Night,8109.61,4.84,Auto,38919.68
3010,3010,True,Premium Experience,29859.52,3.21,Financial,18101.71
3011,3011,True,Food Voucher,13160.21,5.62,Tech,29842.75
3012,3012,False,,0.0,0.0,,0.0
3013,3013,False,,0.0,0.0,,0.0
3014,3014,True,Community Night,8102.4,4.12,Retail,23708.54
3015,3015,True,Student Discount,3422.58,4.53,Beverage,19960.47
3016,3016,False,,0.0,0.0,,0.0
3017,3017,False,,0.0,0.0,,0.0
3018,3018,True,Corporate Partner Night,5632.72,2.2,Tech,45020.07
3019,3019,False,,0.0,0.0,,0.0
3020,3020,True,Community Night,8204.21,4.56,Beverage,65606.34
3021,3021,False,,0.0,0.0,,0.0
3022,3022,True,Merchandise Giveaway,21587.62,9.58,Financial,53768.92
3023,3023,False,,0.0,0.0,,0.0
3024,3024,True,Corporate Partner Night,4919.33,2.23,Tech,9535.35
3025,3025,False,,0.0,0.0,,0.0
3026,3026,False,,0.0,0.0,,0.0
3027,3027,True,Community Night,10294.34,4.05,Financial,43310.4
3028,3028,False,,0.0,0.0,,0.0
3029,3029,True,Food Voucher,11047.32,5.63,Financial,37511.73
3030,3030,True,Community Night,9855.15,5.38,Healthcare,71846.74
3031,3031,False,,0.0,0.0,,0.0
3032,3032,True,Family Night,8114.48,6.34,Healthcare,22802.52
3033,3033,False,,0.0,0.0,,0.0
3034,3034,True,Corporate Partner Night,5725.09,2.31,Auto,35514.79
3035,3035,False,,0.0,0.0,,0.0
3036,3036,True,Student Discount,3628.87,3.09,Tech,47482.58
3037,3037,True,Corporate Partner Night,4608.38,3.54,Financial,9544.42
3038,3038,True,Student Discount,3194.67,3.24,Auto,73802.64
3039,3039,False,,0.0,0.0,,0.0
3040,3040,True,Corporate Partner Night,4786.24,2.39,Auto,68247.18
3041,3041,False,,0.0,0.0,,0.0
3042,3042,False,,0.0,0.0,,0.0
3043,3043,True,Theme Night,19910.84,7.23,Beverage,8189.14
3044,3044,True,Corporate Partner Night,4827.33,3.55,Auto,70559.01
3045,3045,False,,0.0,0.0,,0.0
3046,3046,False,,0.0,0.0,,0.0
3047,3047,False,,0.0,0.0,,0.0
3048,3048,True,Community Night,9825.12,4.21,Beverage,31415.91
3049,3049,True,Merchandise Giveaway,23072.18,8.66,Financial,41141.93
3050,3050,True,Merchandise Giveaway,22547.8,9.72,Healthcare,17711.41
3051,3051,True,Food Voucher,10749.59,4.77,Financial,68583.61
3052,3052,True,Merchandise Giveaway,25023.08,9.43,Financial,30877.23
3053,3053,False,,0.0,0.0,,0.0
3054,3054,True,Family Night,8485.1,7.0,Tech,47121.75
3055,3055,True,Community Night,8888.68,4.98,Retail,22720.27
3056,3056,False,,0.0,0.0,,0.0
3057,3057,True,Corporate Partner Night,5405.46,2.3,Financial,24834.39
3058,3058,False,,0.0,0.0,,0.0
3059,3059,True,Corporate Partner Night,5141.08,2.89,Auto,36229.47
3060,3060,True,Food Voucher,12136.92,4.07,Financial,64394.4
3061,3061,False,,0.0,0.0,,0.0
3062,3062,False,,0.0,0.0,,0.0
3063,3063,True,Premium Experience,26806.16,4.95,Auto,46669.4
3064,3064,False,,0.0,0.0,,0.0
3065,3065,True,Food Voucher,11792.76,4.59,Beverage,71106.82
3066,3066,False,,0.0,0.0,,0.0
3067,3067,False,,0.0,0.0,,0.0
3068,3068,False,,0.0,0.0,,0.0
3069,3069,False,,0.0,0.0,,0.0
3070,3070,False,,0.0,0.0,,0.0
3071,3071,True,Family Night,6850.52,6.64,Healthcare,12221.17
3072,3072,True,Student Discount,3707.96,4.81,Tech,34526.99
3073,3073,True,Merchandise Giveaway,23046.42,8.26,Beverage,51075.94
3074,3074,True,Community Night,8354.47,5.8,Healthcare,55133.09
3075,3075,True,Theme Night,17246.41,6.8,Healthcare,64754.82
3076,3076,True,Community Night,10142.76,5.19,Beverage,16597.46
3077,3077,True,Premium Experience,31010.11,4.88,Healthcare,8811.7
3078,3078,True,Student Discount,3417.25,4.58,Financial,16098.36
3079,3079,False,,0.0,0.0,,0.0
3080,3080,False,,0.0,0.0,,0.0
3081,3081,False,,0.0,0.0,,0.0
3082,3082,False,,0.0,0.0,,0.0
3083,3083,False,,0.0,0.0,,0.0
3084,3084,False,,0.0,0.0,,0.0
3085,3085,False,,0.0,0.0,,0.0
3086,3086,True,Corporate Partner Night,5715.85,3.83,Retail,38180.29
3087,3087,False,,0.0,0.0,,0.0
3088,3088,False,,0.0,0.0,,0.0
3089,3089,False,,0.0,0.0,,0.0
3090,3090,True,Family Night,7705.18,5.99,Healthcare,68860.22
3091,3091,True,Family Night,8996.42,5.55,Tech,41765.17
3092,3092,False,,0.0,0.0,,0.0
3093,3093,False,,0.0,0.0,,0.0
3094,3094,False,,0.0,0.0,,0.0
3095,3095,True,Family Night,7738.92,5.93,Auto,55985.08
3096,3096,True,Community Night,9946.72,4.9,Tech,66237.59
3097,3097,True,Food Voucher,11139.79,5.46,Healthcare,48535.81
3098,3098,False,,0.0,0.0,,0.0
3099,3099,True,Theme Night,17423.94,6.23,Auto,41981.93
3100,3100,True,Food Voucher,11507.56,5.96,Beverage,67587.15
3101,3101,False,,0.0,0.0,,0.0
3102,3102,True,Corporate Partner Night,5717.17,2.81,Auto,45851.0
3103,3103,True,Student Discount,3920.0,4.32,Tech,50732.89
3104,3104,True,Family Night,7687.58,6.64,Healthcare,50130.47
3105,3105,True,Merchandise Giveaway,19463.64,8.09,Tech,14538.56
3106,3106,False,,0.0,0.0,,0.0
3107,3107,True,Food Voucher,13123.36,4.45,Healthcare,68658.23
3108,3108,False,,0.0,0.0,,0.0
3109,3109,True,Merchandise Giveaway,24628.33,8.65,Financial,55586.63
3110,3110,True,Premium Experience,29182.92,3.36,Retail,73687.16
3111,3111,False,,0.0,0.0,,0.0
3112,3112,False,,0.0,0.0,,0.0
3113,3113,True,Corporate Partner Night,4256.43,3.62,Healthcare,20256.29
3114,3114,True,Merchandise Giveaway,18927.32,8.68,Tech,23467.78
3115,3115,True,Premium Experience,30374.65,3.91,Auto,14273.84
3116,3116,True,Theme Night,15983.57,7.05,Financial,52724.98
3117,3117,True,Food Voucher,12858.9,4.41,Beverage,15754.63
3118,3118,False,,0.0,0.0,,0.0
3119,3119,False,,0.0,0.0,,0.0
3120,3120,False,,0.0,0.0,,0.0
3121,3121,False,,0.0,0.0,,0.0
3122,3122,True,Student Discount,3455.11,4.18,Tech,42806.97
3123,3123,True,Family Night,8912.51,5.51,Auto,14509.85
3124,3124,False,,0.0,0.0,,0.0
3125,3125,True,Food Voucher,10853.94,4.02,Beverage,57334.51
3126,3126,True,Family Night,7676.76,6.41,Retail,52818.84
3127,3127,True,Corporate Partner Night,4846.81,3.1,Retail,32873.72
3128,3128,True,Theme Night,16975.09,7.9,Beverage,63200.79
3129,3129,False,,0.0,0.0,,0.0
3130,3130,False,,0.0,0.0,,0.0
3131,3131,True,Community Night,8923.52,4.04,Tech,18927.13
3132,3132,False,,0.0,0.0,,0.0
3133,3133,False,,0.0,0.0,,0.0
3134,3134,True,Premium Experience,33287.28,3.12,Financial,21615.25
3135,3135,True,Merchandise Giveaway,21219.6,9.83,Auto,61203.92
3136,3136,False,,0.0,0.0,,0.0
3137,3137,False,,0.0,0.0,,0.0
3138,3138,True,Corporate Partner Night,5247.92,2.38,Tech,36813.19
3139,3139,True,Food Voucher,10705.66,5.3,Healthcare,18126.66
3140,3140,True,Student Discount,3015.53,4.33,Healthcare,46605.18
3141,3141,False,,0.0,0.0,,0.0
3142,3142,False,,0.0,0.0,,0.0
3143,3143,False,,0.0,0.0,,0.0
3144,3144,True,Food Voucher,13365.72,5.51,Financial,18196.45
3145,3145,True,Family Night,8317.5,6.16,Healthcare,24925.79
3146,3146,False,,0.0,0.0,,0.0
3147,3147,False,,0.0,0.0,,0.0
3148,3148,True,Premium Experience,26759.44,4.82,Beverage,65042.03
3149,3149,True,Family Night,7372.42,5.05,Tech,35911.05
3150,3150,False,,0.0,0.0,,0.0
3151,3151,False,,0.0,0.0,,0.0
3152,3152,True,Theme Night,17755.16,6.8,Retail,73995.13
3153,3153,True,Premium Experience,27378.15,3.88,Healthcare,52996.04
3154,3154,False,,0.0,0.0,,0.0
3155,3155,True,Student Discount,3269.15,3.08,Auto,32596.8
3156,3156,False,,0.0,0.0,,0.0
3157,3157,True,Premium Experience,29394.29,4.9,Retail,11430.76
3158,3158,True,Family Night,7414.21,5.99,Healthcare,29538.65
3159,3159,True,Premium Experience,31216.61,3.94,Healthcare,33648.99
3160,3160,False,,0.0,0.0,,0.0
3161,3161,True,Community Night,7749.59,4.43,Auto,33896.33
3162,3162,False,,0.0,0.0,,0.0
3163,3163,True,Community Night,8744.47,4.2,Financial,63064.22
3164,3164,True,Student Discount,3146.43,3.21,Tech,37390.68
3165,3165,True,Premium Experience,26084.16,3.6,Beverage,59798.41
3166,3166,False,,0.0,0.0,,0.0
3167,3167,True,Food Voucher,11226.59,4.44,Tech,46179.06
3168,3168,False,,0.0,0.0,,0.0
3169,3169,True,Corporate Partner Night,5164.23,3.3,Financial,18611.4
3170,3170,True,Theme Night,20152.01,6.59,Financial,66739.8
3171,3171,False,,0.0,0.0,,0.0
3172,3172,True,Family Night,7776.12,6.38,Beverage,72938.42
3173,3173,True,Family Night,7235.61,5.88,Beverage,53298.83
3174,3174,False,,0.0,0.0,,0.0
3175,3175,True,Food Voucher,12522.87,5.52,Beverage,40939.14
3176,3176,True,Theme Night,20343.98,7.21,Financial,62061.58
3177,3177,True,Community Night,8952.46,5.07,Financial,33348.05
3178,3178,True,Merchandise Giveaway,21115.42,8.08,Healthcare,53492.25
3179,3179,False,,0.0,0.0,,0.0
3180,3180,False,,0.0,0.0,,0.0
3181,3181,True,Student Discount,3048.53,3.69,Financial,17976.05
3182,3182,False,,0.0,0.0,,0.0
3183,3183,False,,0.0,0.0,,0.0
3184,3184,True,Corporate Partner Night,5107.03,2.04,Retail,18735.2
3185,3185,False,,0.0,0.0,,0.0
3186,3186,False,,0.0,0.0,,0.0
3187,3187,True,Theme Night,18429.92,7.96,Beverage,47009.83
3188,3188,True,Family Night,9113.53,6.8,Retail,7586.9
3189,3189,True,Student Discount,3213.03,4.04,Tech,63695.6
3190,3190,False,,0.0,0.0,,0.0
3191,3191,True,Corporate Partner Night,4438.15,2.13,Tech,59628.23
3192,3192,False,,0.0,0.0,,0.0
3193,3193,True,Corporate Partner Night,5225.19,3.23,Beverage,34788.76
3194,3194,True,Family Night,7421.53,5.01,Beverage,71413.11
3195,3195,True,Community Night,9806.15,5.99,Financial,48438.33
3196,3196,True,Corporate Partner Night,4339.48,2.22,Healthcare,54671.54
3197,3197,False,,0.0,0.0,,0.0
3198,3198,False,,0.0,0.0,,0.0
3199,3199,False,,0.0,0.0,,0.0
3200,3200,True,Student Discount,3921.26,3.27,Tech,12309.3
3201,3201,False,,0.0,0.0,,0.0
3202,3202,False,,0.0,0.0,,0.0
3203,3203,True,Student Discount,3351.12,3.94,Tech,41097.92
3204,3204,True,Corporate Partner Night,4787.8,3.62,Tech,8941.03
3205,3205,False,,0.0,0.0,,0.0
3206,3206,True,Premium Experience,32279.77,3.3,Healthcare,63126.73
3207,3207,True,Merchandise Giveaway,22983.43,8.03,Tech,9839.13
3208,3208,True,Theme Night,17171.16,7.94,Healthcare,16686.01
3209,3209,False,,0.0,0.0,,0.0
3210,3210,False,,0.0,0.0,,0.0
3211,3211,True,Merchandise Giveaway,23549.53,9.67,Auto,29376.8
3212,3212,True,Corporate Partner Night,4759.34,3.29,Auto,38139.33
3213,3213,True,Family Night,8337.1,6.25,Retail,72959.62
3214,3214,True,Family Night,7653.26,6.2,Auto,62197.7
3215,3215,False,,0.0,0.0,,0.0
3216,3216,True,Premium Experience,33398.71,4.37,Tech,54401.37
3217,3217,False,,0.0,0.0,,0.0
3218,3218,False,,0.0,0.0,,0.0
3219,3219,True,Theme Night,19832.04,6.37,Financial,57169.15
3220,3220,False,,0.0,0.0,,0.0
3221,3221,False,,0.0,0.0,,0.0
3222,3222,False,,0.0,0.0,,0.0
3223,3223,True,Merchandise Giveaway,19377.62,8.69,Beverage,60507.5
3224,3224,True,Theme Night,16605.82,6.7,Financial,38620.05
3225,3225,False,,0.0,0.0,,0.0
3226,3226,True,Premium Experience,30099.21,4.23,Financial,27885.86
3227,3227,True,Family Night,8383.91,5.9,Auto,44040.1
3228,3228,True,Student Discount,3888.86,3.18,Financial,19911.84
3229,3229,False,,0.0,0.0,,0.0
3230,3230,False,,0.0,0.0,,0.0
3231,3231,True,Premium Experience,32616.79,3.91,Beverage,22906.09
3232,3232,False,,0.0,0.0,,0.0
3233,3233,True,Corporate Partner Night,4655.94,3.73,Auto,68608.61
3234,3234,False,,0.0,0.0,,0.0
3235,3235,False,,0.0,0.0,,0.0
3236,3236,False,,0.0,0.0,,0.0
3237,3237,True,Family Night,6997.31,5.98,Tech,12172.0
3238,3238,True,Theme Night,17251.38,7.91,Beverage,5522.45
3239,3239,True,Food Voucher,12324.08,5.93,Healthcare,49782.44
3240,3240,False,,0.0,0.0,,0.0
3241,3241,False,,0.0,0.0,,0.0
3242,3242,True,Family Night,7878.13,6.81,Retail,45972.47
3243,3243,True,Corporate Partner Night,4985.3,2.04,Beverage,28464.66
3244,3244,True,Theme Night,17697.24,7.93,Tech,15376.93
3245,3245,False,,0.0,0.0,,0.0
3246,3246,False,,0.0,0.0,,0.0
3247,3247,False,,0.0,0.0,,0.0
3248,3248,True,Premium Experience,33952.72,4.79,Retail,49618.56
3249,3249,False,,0.0,0.0,,0.0
3250,3250,False,,0.0,0.0,,0.0
3251,3251,True,Merchandise Giveaway,22040.89,9.27,Financial,17791.41
3252,3252,False,,0.0,0.0,,0.0
3253,3253,True,Family Night,7187.74,5.36,Beverage,58307.39
3254,3254,True,Food Voucher,12889.09,4.49,Auto,68763.5
3255,3255,False,,0.0,0.0,,0.0
3256,3256,True,Food Voucher,11521.63,4.99,Healthcare,29892.15
3257,3257,True,Student Discount,3742.13,3.3,Tech,14346.11
3258,3258,True,Food Voucher,12229.9,5.23,Healthcare,24188.38
3259,3259,False,,0.0,0.0,,0.0
3260,3260,False,,0.0,0.0,,0.0
3261,3261,False,,0.0,0.0,,0.0
3262,3262,False,,0.0,0.0,,0.0
3263,3263,True,Theme Night,20307.97,6.88,Retail,29461.29
3264,3264,False,,0.0,0.0,,0.0
3265,3265,True,Family Night,7708.92,6.59,Tech,47096.19
3266,3266,False,,0.0,0.0,,0.0
3267,3267,True,Corporate Partner Night,4795.1,3.1,Financial,21713.34
3268,3268,False,,0.0,0.0,,0.0
3269,3269,False,,0.0,0.0,,0.0
3270,3270,False,,0.0,0.0,,0.0
3271,3271,False,,0.0,0.0,,0.0
3272,3272,False,,0.0,0.0,,0.0
3273,3273,True,Theme Night,17245.94,7.15,Financial,44478.24
3274,3274,False,,0.0,0.0,,0.0
3275,3275,False,,0.0,0.0,,0.0
3276,3276,False,,0.0,0.0,,0.0
3277,3277,False,,0.0,0.0,,0.0
3278,3278,False,,0.0,0.0,,0.0
3279,3279,False,,0.0,0.0,,0.0
3280,3280,True,Family Night,7036.18,6.29,Retail,52829.44
3281,3281,True,Student Discount,3852.5,3.84,Financial,39963.13
3282,3282,True,Premium Experience,29453.58,3.54,Financial,26011.4
3283,3283,True,Food Voucher,11232.68,4.33,Tech,61589.7
3284,3284,False,,0.0,0.0,,0.0
3285,3285,True,Community Night,10314.89,4.72,Tech,21765.28
3286,3286,True,Merchandise Giveaway,20347.23,9.86,Retail,46428.11
3287,3287,False,,0.0,0.0,,0.0
3288,3288,True,Student Discount,3750.69,4.06,Auto,36425.55
3289,3289,False,,0.0,0.0,,0.0
3290,3290,True,Premium Experience,30220.47,4.02,Retail,32368.36
3291,3291,True,Merchandise Giveaway,21982.31,8.8,Financial,25579.27
3292,3292,True,Theme Night,19890.94,6.97,Retail,21202.31
3293,3293,True,Family Night,8670.56,6.62,Retail,54192.0
3294,3294,False,,0.0,0.0,,0.0
3295,3295,False,,0.0,0.0,,0.0
3296,3296,False,,0.0,0.0,,0.0
3297,3297,True,Food Voucher,10734.67,4.51,Beverage,54280.46
3298,3298,True,Theme Night,15427.14,6.01,Auto,25985.72
3299,3299,False,,0.0,0.0,,0.0
3300,3300,False,,0.0,0.0,,0.0
3301,3301,True,Student Discount,3893.07,4.28,Beverage,67881.85
3302,3302,False,,0.0,0.0,,0.0
3303,3303,True,Corporate Partner Night,4287.52,2.36,Beverage,6339.71
3304,3304,False,,0.0,0.0,,0.0
3305,3305,True,Food Voucher,10612.31,5.08,Financial,65462.13
3306,3306,False,,0.0,0.0,,0.0
3307,3307,False,,0.0,0.0,,0.0
3308,3308,True,Family Night,8019.58,5.87,Auto,37602.83
3309,3309,True,Family Night,9066.59,6.33,Retail,18494.47
3310,3310,True,Theme Night,18923.32,6.14,Healthcare,50788.99
3311,3311,True,Merchandise Giveaway,19119.26,8.11,Financial,67452.53
3312,3312,False,,0.0,0.0,,0.0
3313,3313,False,,0.0,0.0,,0.0
3314,3314,False,,0.0,0.0,,0.0
3315,3315,False,,0.0,0.0,,0.0
3316,3316,True,Premium Experience,28565.07,4.62,Auto,56271.08
3317,3317,True,Premium Experience,28719.67,3.68,Financial,71965.92
3318,3318,False,,0.0,0.0,,0.0
3319,3319,True,Community Night,10287.13,5.34,Healthcare,15783.72
3320,3320,False,,0.0,0.0,,0.0
3321,3321,False,,0.0,0.0,,0.0
3322,3322,False,,0.0,0.0,,0.0
3323,3323,False,,0.0,0.0,,0.0
3324,3324,False,,0.0,0.0,,0.0
3325,3325,True,Corporate Partner Night,5133.83,3.29,Financial,15421.25
3326,3326,True,Premium Experience,33693.67,4.71,Financial,13093.74
3327,3327,True,Merchandise Giveaway,20673.29,9.63,Retail,8532.5
3328,3328,True,Student Discount,3394.52,4.58,Tech,73594.42
3329,3329,True,Theme Night,19104.36,7.51,Healthcare,9185.86
3330,3330,True,Merchandise Giveaway,20728.95,9.52,Healthcare,67088.53
3331,3331,False,,0.0,0.0,,0.0
3332,3332,True,Student Discount,3514.13,3.82,Beverage,66719.96
3333,3333,False,,0.0,0.0,,0.0
3334,3334,True,Premium Experience,31582.52,4.81,Healthcare,20466.75
3335,3335,False,,0.0,0.0,,0.0
3336,3336,True,Corporate Partner Night,5178.87,3.69,Beverage,49237.43
3337,3337,False,,0.0,0.0,,0.0
3338,3338,True,Food Voucher,11907.23,5.75,Auto,30913.24
3339,3339,True,Food Voucher,12375.65,5.41,Auto,11375.59
3340,3340,True,Community Night,9130.34,4.19,Tech,35113.28
3341,3341,False,,0.0,0.0,,0.0
3342,3342,False,,0.0,0.0,,0.0
3343,3343,True,Premium Experience,31667.69,3.05,Financial,7713.5
3344,3344,True,Premium Experience,29010.5,3.46,Beverage,27550.57
3345,3345,False,,0.0,0.0,,0.0
3346,3346,True,Community Night,7810.22,4.65,Beverage,24047.4
3347,3347,True,Merchandise Giveaway,21894.82,8.5,Financial,7260.95
3348,3348,False,,0.0,0.0,,0.0
3349,3349,True,Merchandise Giveaway,23339.69,8.71,Tech,63189.54
3350,3350,False,,0.0,0.0,,0.0
3351,3351,True,Community Night,9840.57,5.13,Tech,29827.91
3352,3352,True,Family Night,8034.24,6.11,Auto,47677.33
3353,3353,False,,0.0,0.0,,0.0
3354,3354,False,,0.0,0.0,,0.0
3355,3355,True,Theme Night,20162.15,6.7,Retail,61371.23
3356,3356,False,,0.0,0.0,,0.0
3357,3357,True,Premium Experience,34164.03,3.61,Tech,57761.84
3358,3358,False,,0.0,0.0,,0.0
3359,3359,False,,0.0,0.0,,0.0
3360,3360,True,Corporate Partner Night,5228.94,3.71,Financial,16108.5
3361,3361,False,,0.0,0.0,,0.0
3362,3362,True,Family Night,8860.58,5.84,Financial,12601.96
3363,3363,True,Theme Night,17514.86,7.87,Retail,44285.74
3364,3364,True,Family Night,8656.3,6.67,Healthcare,13893.45
3365,3365,True,Corporate Partner Night,5599.07,3.47,Financial,25462.87
3366,3366,True,Food Voucher,13554.53,4.95,Healthcare,6289.96
3367,3367,False,,0.0,0.0,,0.0
3368,3368,True,Community Night,9135.39,4.35,Auto,67577.31
3369,3369,False,,0.0,0.0,,0.0
3370,3370,False,,0.0,0.0,,0.0
3371,3371,True,Student Discount,3812.74,4.7,Financial,6308.03
3372,3372,False,,0.0,0.0,,0.0
3373,3373,True,Premium Experience,32827.02,3.62,Healthcare,69724.05
3374,3374,True,Merchandise Giveaway,21729.92,9.25,Financial,40399.43
3375,3375,True,Student Discount,3709.31,3.7,Financial,72940.45
3376,3376,True,Theme Night,19942.1,6.42,Financial,16768.07
3377,3377,False,,0.0,0.0,,0.0
3378,3378,True,Family Night,8178.31,6.48,Auto,74124.57
3379,3379,False,,0.0,0.0,,0.0
3380,3380,False,,0.0,0.0,,0.0
3381,3381,True,Family Night,8549.13,5.89,Beverage,29248.81
3382,3382,True,Merchandise Giveaway,23695.33,9.82,Tech,52897.71
3383,3383,False,,0.0,0.0,,0.0
3384,3384,False,,0.0,0.0,,0.0
3385,3385,False,,0.0,0.0,,0.0
3386,3386,True,Family Night,8459.63,6.31,Healthcare,31777.75
3387,3387,False,,0.0,0.0,,0.0
3388,3388,True,Family Night,7898.27,5.6,Beverage,37723.29
3389,3389,True,Corporate Partner Night,4770.75,3.87,Financial,25792.66
3390,3390,True,Community Night,10179.58,4.85,Financial,62299.82
3391,3391,True,Community Night,8990.97,5.4,Beverage,64164.26
3392,3392,True,Theme Night,17941.9,7.0,Retail,65098.14
3393,3393,True,Theme Night,18365.33,6.27,Auto,7305.36
3394,3394,False,,0.0,0.0,,0.0
3395,3395,False,,0.0,0.0,,0.0
3396,3396,False,,0.0,0.0,,0.0
3397,3397,False,,0.0,0.0,,0.0
3398,3398,False,,0.0,0.0,,0.0
3399,3399,True,Food Voucher,10661.7,4.18,Tech,62339.6
3400,3400,True,Food Voucher,11682.29,5.97,Healthcare,54362.57
3401,3401,False,,0.0,0.0,,0.0
3402,3402,True,Student Discount,3544.24,3.16,Financial,68270.61
3403,3403,True,Corporate Partner Night,4976.87,2.64,Financial,16658.0
3404,3404,False,,0.0,0.0,,0.0
3405,3405,False,,0.0,0.0,,0.0
3406,3406,True,Theme Night,19293.49,6.61,Retail,8023.33
3407,3407,False,,0.0,0.0,,0.0
3408,3408,False,,0.0,0.0,,0.0
3409,3409,False,,0.0,0.0,,0.0
3410,3410,True,Merchandise Giveaway,23058.58,9.6,Healthcare,70659.44
3411,3411,True,Food Voucher,11214.0,5.21,Healthcare,53493.51
3412,3412,False,,0.0,0.0,,0.0
3413,3413,True,Theme Night,16456.68,7.78,Tech,61575.39
3414,3414,False,,0.0,0.0,,0.0
3415,3415,True,Community Night,8736.67,4.63,Beverage,69274.93
3416,3416,False,,0.0,0.0,,0.0
3417,3417,True,Community Night,9282.08,5.02,Beverage,35126.56
3418,3418,True,Community Night,8495.19,4.48,Beverage,17518.32
3419,3419,False,,0.0,0.0,,0.0
3420,3420,False,,0.0,0.0,,0.0
3421,3421,False,,0.0,0.0,,0.0
3422,3422,False,,0.0,0.0,,0.0
3423,3423,False,,0.0,0.0,,0.0
3424,3424,True,Corporate Partner Night,5278.36,2.5,Financial,21994.37
3425,3425,True,Premium Experience,29453.26,4.45,Healthcare,12542.09
3426,3426,True,Community Night,9121.37,5.58,Tech,67462.17
3427,3427,True,Family Night,8924.88,5.73,Retail,61932.43
3428,3428,True,Student Discount,3760.42,4.92,Auto,20477.25
3429,3429,False,,0.0,0.0,,0.0
3430,3430,True,Student Discount,3860.23,3.96,Healthcare,51464.6
3431,3431,True,Student Discount,3862.73,4.79,Tech,36940.76
3432,3432,False,,0.0,0.0,,0.0
3433,3433,False,,0.0,0.0,,0.0
3434,3434,True,Merchandise Giveaway,20383.37,8.36,Retail,36648.19
3435,3435,False,,0.0,0.0,,0.0
3436,3436,True,Corporate Partner Night,5154.84,3.91,Financial,67258.82
3437,3437,True,Food Voucher,11624.64,5.61,Healthcare,50541.69
3438,3438,True,Family Night,7955.25,6.06,Beverage,72242.57
3439,3439,True,Corporate Partner Night,5593.24,2.76,Auto,16326.04
3440,3440,True,Student Discount,3048.28,4.77,Tech,57962.8
3441,3441,False,,0.0,0.0,,0.0
3442,3442,False,,0.0,0.0,,0.0
3443,3443,True,Theme Night,18231.7,6.36,Healthcare,41905.81
3444,3444,False,,0.0,0.0,,0.0
3445,3445,True,Merchandise Giveaway,24753.47,8.92,Healthcare,22032.86
3446,3446,True,Corporate Partner Night,5362.09,2.54,Beverage,60156.42
3447,3447,False,,0.0,0.0,,0.0
3448,3448,True,Merchandise Giveaway,21054.77,9.01,Healthcare,57380.8
3449,3449,False,,0.0,0.0,,0.0
3450,3450,True,Merchandise Giveaway,20083.61,8.19,Retail,69481.25
3451,3451,True,Community Night,8043.14,5.33,Auto,18050.62
3452,3452,False,,0.0,0.0,,0.0
3453,3453,False,,0.0,0.0,,0.0
3454,3454,True,Premium Experience,34453.87,4.35,Tech,39094.21
3455,3455,True,Theme Night,20282.13,6.44,Tech,29183.55
3456,3456,True,Theme Night,19441.89,7.26,Tech,61828.5
3457,3457,False,,0.0,0.0,,0.0
3458,3458,True,Community Night,9731.73,4.81,Tech,36446.27
3459,3459,False,,0.0,0.0,,0.0
3460,3460,False,,0.0,0.0,,0.0
3461,3461,True,Merchandise Giveaway,21379.24,8.8,Healthcare,59956.34
3462,3462,False,,0.0,0.0,,0.0
3463,3463,False,,0.0,0.0,,0.0
3464,3464,True,Community Night,9833.63,5.91,Beverage,70577.95
3465,3465,True,Community Night,10043.63,4.4,Retail,44018.12
3466,3466,False,,0.0,0.0,,0.0
3467,3467,True,Merchandise Giveaway,19759.49,8.21,Healthcare,54468.0
3468,3468,True,Premium Experience,33934.88,3.4,Healthcare,31129.25
3469,3469,False,,0.0,0.0,,0.0
3470,3470,True,Merchandise Giveaway,23910.1,9.68,Beverage,55039.1
3471,3471,True,Corporate Partner Night,5303.41,3.77,Tech,14740.78
3472,3472,True,Merchandise Giveaway,24056.89,9.79,Healthcare,24488.97
3473,3473,True,Premium Experience,26989.21,4.58,Tech,37963.1
3474,3474,False,,0.0,0.0,,0.0
3475,3475,True,Premium Experience,29272.26,3.39,Healthcare,44314.63
3476,3476,False,,0.0,0.0,,0.0
3477,3477,True,Student Discount,3150.17,4.57,Financial,15359.73
3478,3478,True,Community Night,8698.32,4.87,Beverage,36578.08
3479,3479,False,,0.0,0.0,,0.0
3480,3480,False,,0.0,0.0,,0.0
3481,3481,False,,0.0,0.0,,0.0
3482,3482,False,,0.0,0.0,,0.0
3483,3483,False,,0.0,0.0,,0.0
3484,3484,True,Community Night,9110.36,4.09,Tech,7380.37
3485,3485,False,,0.0,0.0,,0.0
3486,3486,False,,0.0,0.0,,0.0
3487,3487,False,,0.0,0.0,,0.0
3488,3488,True,Student Discount,3709.89,3.81,Tech,44479.65
3489,3489,True,Community Night,9735.95,4.76,Financial,59462.56
3490,3490,False,,0.0,0.0,,0.0
3491,3491,True,Premium Experience,29182.38,4.31,Beverage,25843.52
3492,3492,True,Student Discount,3919.88,4.83,Retail,6538.54
3493,3493,False,,0.0,0.0,,0.0
3494,3494,True,Corporate Partner Night,5483.1,3.22,Beverage,6108.96
3495,3495,True,Corporate Partner Night,5153.18,3.71,Auto,15269.38
3496,3496,False,,0.0,0.0,,0.0
3497,3497,False,,0.0,0.0,,0.0
3498,3498,True,Theme Night,16981.49,6.88,Auto,10864.3
3499,3499,False,,0.0,0.0,,0.0
3500,3500,False,,0.0,0.0,,0.0
3501,3501,True,Food Voucher,12061.5,4.55,Auto,7622.66
