game_id,arena_capacity,actual_attendance,capacity_pct,expected_attendance_baseline,attendance_variance,attendance_tier
2891,18055,16634,92.13,15892,742,High
2892,18055,15731,87.13,15272,459,Medium
2893,18055,15858,87.83,16110,-252,Medium
2894,18055,18055,100.0,17401,654,Sellout
2895,18055,15616,86.49,16093,-477,Medium
2896,18055,16659,92.27,16052,607,High
2897,18055,15116,83.72,15297,-181,Medium
2898,18055,15232,84.36,16110,-878,Medium
2899,18055,18055,100.0,16777,1278,Sellout
2900,18055,16077,89.04,16589,-512,High
2901,18055,15280,84.63,15590,-310,Medium
2902,18055,16950,93.88,16362,588,High
2903,18055,17127,94.86,16231,896,High
2904,18055,16393,90.79,17346,-953,High
2905,18055,17299,95.81,16259,1040,Sellout
2906,18055,15863,87.86,15868,-5,Medium
2907,18055,16624,92.07,16687,-63,High
2908,18055,15692,86.91,15813,-121,Medium
2909,18055,17760,98.37,17772,-12,Sellout
2910,18055,15174,84.04,16300,-1126,Medium
2911,18055,17289,95.76,16995,294,Sellout
2912,17923,15726,87.74,15580,146,Medium
2913,17923,17520,97.75,17784,-264,Sellout
2914,17923,17175,95.83,17027,148,Sellout
2915,17923,16188,90.32,16335,-147,High
2916,17923,17923,100.0,17923,0,Sellout
2917,17923,17628,98.35,17328,300,Sellout
2918,17923,16537,92.27,16699,-162,High
2919,17923,15189,84.75,15746,-557,Medium
2920,17923,17276,96.39,16732,544,Sellout
2921,17923,16466,91.87,17236,-770,High
2922,17923,17923,100.0,17253,670,Sellout
2923,17923,16354,91.25,16601,-247,High
2924,17923,15826,88.3,15198,628,High
2925,17923,16619,92.72,15589,1030,High
2926,17923,17923,100.0,17923,0,Sellout
2927,17923,17021,94.97,16396,625,High
2928,17923,16419,91.61,15967,452,High
2929,17923,15941,88.94,15810,131,High
2930,17923,15575,86.9,15143,432,Medium
2931,17923,16106,89.86,16306,-200,High
2932,17923,17286,96.45,16109,1177,Sellout
2933,17923,15772,88.0,15711,61,High
2934,17923,14780,82.46,15304,-524,Medium
2935,17923,16129,89.99,16440,-311,High
2936,17923,17818,99.41,17182,636,Sellout
2937,17923,17263,96.32,17923,-660,Sellout
2938,17923,17335,96.72,15979,1356,Sellout
2939,17923,17921,99.99,16985,936,Sellout
2940,17923,14938,83.35,15820,-882,Medium
2941,17923,17343,96.76,16788,555,Sellout
2942,17923,16652,92.91,17346,-694,High
2943,17923,16201,90.39,16799,-598,High
2944,17923,16219,90.49,16555,-336,High
2945,17923,15083,84.15,15615,-532,Medium
2946,17923,16901,94.3,16381,520,High
2947,17923,16453,91.8,16271,182,High
2948,17923,16503,92.08,16200,303,High
2949,17923,16006,89.3,16004,2,High
2950,17923,15643,87.28,16022,-379,Medium
2951,17923,15548,86.75,15921,-373,Medium
2952,17923,16887,94.22,16095,792,High
2953,19060,18226,95.62,18492,-266,Sellout
2954,19060,19060,100.0,19060,0,Sellout
2955,19060,16083,84.38,16568,-485,Medium
2956,19060,16066,84.29,16031,35,Medium
2957,19060,17547,92.06,17311,236,High
2958,19060,18108,95.01,17207,901,Sellout
2959,19060,18729,98.26,17990,739,Sellout
2960,19060,16253,85.27,16019,234,Medium
2961,19060,18074,94.83,18017,57,High
2962,19060,16224,85.12,16917,-693,Medium
2963,19060,17607,92.38,17754,-147,High
2964,19060,19060,100.0,17424,1636,Sellout
2965,19060,18032,94.61,18763,-731,High
2966,19060,16865,88.48,17294,-429,High
2967,19060,16143,84.7,17197,-1054,Medium
2968,19060,15733,82.54,16303,-570,Medium
2969,19060,16845,88.38,17747,-902,High
2970,19060,17254,90.52,18189,-935,High
2971,19060,17457,91.59,17211,246,High
2972,19060,18539,97.27,17982,557,Sellout
2973,19060,17476,91.69,17208,268,High
2974,19060,16080,84.37,16859,-779,Medium
2975,19060,16847,88.39,18131,-1284,High
2976,19060,17882,93.82,19060,-1178,High
2977,19060,14387,75.48,15317,-930,Medium
2978,19060,15675,82.24,16458,-783,Medium
2979,19060,18876,99.03,19060,-184,Sellout
2980,19060,18620,97.69,18420,200,Sellout
2981,19060,16885,88.59,17180,-295,High
2982,19060,19060,100.0,18494,566,Sellout
2983,19060,18559,97.37,16801,1758,Sellout
2984,19060,16889,88.61,16970,-81,High
2985,19060,15625,81.98,17084,-1459,Medium
2986,19060,16465,86.39,16875,-410,Medium
2987,19060,17841,93.6,18044,-203,High
2988,19060,19060,100.0,18649,411,Sellout
2989,19060,14888,78.11,15907,-1019,Medium
2990,19060,15754,82.65,16991,-1237,Medium
2991,19060,19060,100.0,19060,0,Sellout
2992,19060,19024,99.81,19060,-36,Sellout
2993,19060,15730,82.53,16159,-429,Medium
2994,19060,18007,94.48,18677,-670,High
2995,19060,17201,90.25,17509,-308,High
2996,19060,18000,94.44,17848,152,High
2997,19060,16166,84.82,17998,-1832,Medium
2998,19060,17307,90.8,17295,12,High
2999,19060,17819,93.49,17295,524,High
3000,19060,18586,97.51,18245,341,Sellout
3001,19060,19060,100.0,18640,420,Sellout
3002,19060,19060,100.0,19060,0,Sellout
3003,19060,18152,95.24,18223,-71,Sellout
3004,19060,17687,92.8,16716,971,High
3005,19060,17966,94.26,17925,41,High
3006,19060,19060,100.0,19060,0,Sellout
3007,19060,18807,98.67,18185,622,Sellout
3008,19060,18950,99.42,18840,110,Sellout
3009,19060,18461,96.86,18469,-8,Sellout
3010,19060,18450,96.8,18629,-179,Sellout
3011,19060,18305,96.04,18332,-27,Sellout
3012,19060,18796,98.61,19060,-264,Sellout
3013,19060,19060,100.0,18563,497,Sellout
3014,19060,19060,100.0,19060,0,Sellout
3015,19060,16120,84.58,17501,-1381,Medium
3016,19060,18371,96.39,17472,899,Sellout
3017,19060,17950,94.18,17765,185,High
3018,19060,19060,100.0,19060,0,Sellout
3019,19060,18656,97.88,19060,-404,Sellout
3020,19060,19060,100.0,19060,0,Sellout
3021,19060,18578,97.47,17613,965,Sellout
3022,19060,19017,99.77,19054,-37,Sellout
3023,19060,19060,100.0,19060,0,Sellout
3024,19060,18356,96.31,18804,-448,Sellout
3025,19060,17082,89.62,17234,-152,High
3026,19060,17717,92.95,17329,388,High
3027,19060,18218,95.58,17910,308,Sellout
3028,19060,19060,100.0,18640,420,Sellout
3029,19060,19060,100.0,19060,0,Sellout
3030,19060,18667,97.94,18667,0,Sellout
3031,19060,18349,96.27,17610,739,Sellout
3032,19060,19060,100.0,18537,523,Sellout
3033,19060,16787,88.07,17426,-639,High
3034,19060,19060,100.0,18894,166,Sellout
3035,17794,15263,85.78,15810,-547,Medium
3036,17794,16122,90.6,15974,148,High
3037,17794,16343,91.85,16142,201,High
3038,17794,15596,87.65,15943,-347,Medium
3039,17794,17106,96.13,17233,-127,Sellout
3040,17794,14987,84.23,16246,-1259,Medium
3041,17794,16521,92.85,16005,516,High
3042,17794,14822,83.3,15020,-198,Medium
3043,17794,16230,91.21,16260,-30,High
3044,17794,14715,82.7,15122,-407,Medium
3045,17794,16073,90.33,15555,518,High
3046,17794,16780,94.3,16648,132,High
3047,17794,14315,80.45,15133,-818,Medium
3048,17794,16067,90.29,16147,-80,High
3049,17794,15224,85.56,15961,-737,Medium
3050,17794,17794,100.0,17794,0,Sellout
3051,17794,17794,100.0,17705,89,Sellout
3052,17794,17514,98.43,17377,137,Sellout
3053,17794,14724,82.75,14415,309,Medium
3054,17794,16646,93.55,15894,752,High
3055,17794,16737,94.06,17320,-583,High
3056,17794,15295,85.96,15607,-312,Medium
3057,17794,16261,91.38,17542,-1281,High
3058,17794,15627,87.82,15897,-270,Medium
3059,17794,15110,84.92,15547,-437,Medium
3060,17794,16005,89.95,15540,465,High
3061,17794,15694,88.2,15365,329,High
3062,17794,17794,100.0,16729,1065,Sellout
3063,17794,15262,85.77,15619,-357,Medium
3064,17794,15649,87.95,15366,283,Medium
3065,17794,16653,93.59,16126,527,High
3066,17794,17794,100.0,16233,1561,Sellout
3067,17794,16090,90.42,15780,310,High
3068,17794,15866,89.16,15900,-34,High
3069,17794,15799,88.79,15710,89,High
3070,17794,14746,82.87,14415,331,Medium
3071,17794,17794,100.0,16903,891,Sellout
3072,17794,16896,94.95,17199,-303,High
3073,17794,16446,92.42,16952,-506,High
3074,17794,17794,100.0,17533,261,Sellout
3075,17794,15506,87.14,16308,-802,Medium
3076,19600,19488,99.43,18817,671,Sellout
3077,19600,19124,97.57,18798,326,Sellout
3078,19600,19600,100.0,19504,96,Sellout
3079,19600,17771,90.67,18734,-963,High
3080,19600,19600,100.0,17865,1735,Sellout
3081,19600,17857,91.11,17719,138,High
3082,19600,18256,93.14,18660,-404,High
3083,19600,18482,94.3,19524,-1042,High
3084,19600,17843,91.04,19419,-1576,High
3085,19600,19217,98.05,18665,552,Sellout
3086,19600,17921,91.43,18578,-657,High
3087,19600,16839,85.91,17050,-211,Medium
3088,19600,18444,94.1,18917,-473,High
3089,19600,19110,97.5,18688,422,Sellout
3090,19600,17768,90.65,17462,306,High
3091,19600,18929,96.58,18340,589,Sellout
3092,19600,18138,92.54,17519,619,High
3093,19600,17805,90.84,18366,-561,High
3094,19600,18092,92.31,19148,-1056,High
3095,19600,19600,100.0,19600,0,Sellout
3096,19600,18826,96.05,18421,405,Sellout
3097,19600,19600,100.0,19600,0,Sellout
3098,19600,15683,80.02,17149,-1466,Medium
3099,19600,19600,100.0,19600,0,Sellout
3100,19600,18941,96.64,19600,-659,Sellout
3101,19600,18225,92.98,18208,17,High
3102,19600,19600,100.0,18980,620,Sellout
3103,19600,17260,88.06,19215,-1955,High
3104,19600,19600,100.0,19600,0,Sellout
3105,19600,19171,97.81,19600,-429,Sellout
3106,19600,19600,100.0,18917,683,Sellout
3107,19600,19151,97.71,18492,659,Sellout
3108,19600,17390,88.72,17626,-236,High
3109,19600,19600,100.0,19600,0,Sellout
3110,19600,19442,99.19,19600,-158,Sellout
3111,19600,18325,93.49,19600,-1275,High
3112,19600,19417,99.07,18525,892,Sellout
3113,19600,18251,93.12,18787,-536,High
3114,19600,19600,100.0,19242,358,Sellout
3115,19600,19600,100.0,19426,174,Sellout
3116,19600,19135,97.63,19600,-465,Sellout
3117,17341,15560,89.73,15152,408,High
3118,17341,16141,93.08,15774,367,High
3119,17341,16047,92.54,14853,1194,High
3120,17341,15935,91.89,16274,-339,High
3121,17341,16137,93.06,16298,-161,High
3122,17341,17341,100.0,17064,277,Sellout
3123,17341,16035,92.47,16022,13,High
3124,17341,13463,77.64,14427,-964,Medium
3125,17341,16029,92.43,15325,704,High
3126,17341,17341,100.0,16826,515,Sellout
3127,17341,16142,93.09,16036,106,High
3128,17341,15415,88.89,16298,-883,High
3129,17341,14917,86.02,14995,-78,Medium
3130,17341,14588,84.12,15219,-631,Medium
3131,17341,16957,97.79,17137,-180,Sellout
3132,17341,16768,96.7,16639,129,Sellout
3133,17341,16053,92.57,15598,455,High
3134,17341,16392,94.53,15418,974,High
3135,17341,16931,97.64,16496,435,Sellout
3136,17341,15067,86.89,15800,-733,Medium
3137,17341,17341,100.0,17341,0,Sellout
3138,17341,15866,91.49,16064,-198,High
3139,17341,16088,92.77,16208,-120,High
3140,17341,15532,89.57,15542,-10,High
3141,17341,15067,86.89,14973,94,Medium
3142,17341,17119,98.72,16417,702,Sellout
3143,17341,16732,96.49,16387,345,Sellout
3144,17341,15790,91.06,16613,-823,High
3145,17341,14415,83.13,15457,-1042,Medium
3146,17341,15328,88.39,14877,451,High
3147,17341,16842,97.12,16468,374,Sellout
3148,17341,17341,100.0,17013,328,Sellout
3149,17341,17341,100.0,17341,0,Sellout
3150,17341,16061,92.62,15867,194,High
3151,17341,14918,86.03,14587,331,Medium
3152,17341,14641,84.43,15720,-1079,Medium
3153,17341,15488,89.31,16606,-1118,High
3154,17341,15918,91.79,15407,511,High
3155,17341,15718,90.64,15462,256,High
3156,17341,16245,93.68,15310,935,High
3157,17341,17341,100.0,16437,904,Sellout
3158,18978,18343,96.65,18571,-228,Sellout
3159,18978,17742,93.49,18010,-268,High
3160,18978,15941,84.0,16971,-1030,Medium
3161,18978,16487,86.87,16094,393,Medium
3162,18978,15470,81.52,17032,-1562,Medium
3163,18978,16054,84.59,16791,-737,Medium
3164,18978,18688,98.47,18454,234,Sellout
3165,18978,16929,89.2,17430,-501,High
3166,18978,16389,86.36,16425,-36,Medium
3167,18978,16853,88.8,17010,-157,High
3168,18978,16624,87.6,17468,-844,Medium
3169,18978,16491,86.9,18059,-1568,Medium
3170,18978,18978,100.0,18957,21,Sellout
3171,18978,17814,93.87,17949,-135,High
3172,18978,15840,83.47,15582,258,Medium
3173,18978,16831,88.69,16875,-44,High
3174,18978,16612,87.53,16670,-58,Medium
3175,18978,18446,97.2,18322,124,Sellout
3176,18978,18694,98.5,18840,-146,Sellout
3177,18978,16900,89.05,17157,-257,High
3178,18978,16698,87.99,17461,-763,Medium
3179,18978,17706,93.3,15821,1885,High
3180,18978,18671,98.38,17907,764,Sellout
3181,18978,18603,98.02,17471,1132,Sellout
3182,18978,16607,87.51,15643,964,Medium
3183,18978,15672,82.58,15883,-211,Medium
3184,18978,16474,86.81,16612,-138,Medium
3185,18978,17547,92.46,17545,2,High
3186,18978,16455,86.71,16731,-276,Medium
3187,18978,18978,100.0,18978,0,Sellout
3188,18978,16432,86.58,17050,-618,Medium
3189,18978,16609,87.52,17419,-810,Medium
3190,18978,14492,76.36,15476,-984,Medium
3191,18978,16963,89.38,17209,-246,High
3192,18978,16474,86.81,16832,-358,Medium
3193,18978,16535,87.13,17004,-469,Medium
3194,18978,17467,92.04,17404,63,High
3195,18978,17399,91.68,18284,-885,High
3196,18978,18515,97.56,17951,564,Sellout
3197,18978,16138,85.04,16971,-833,Medium
3198,18978,15975,84.18,16865,-890,Medium
3199,16867,13811,81.88,14245,-434,Medium
3200,16867,14569,86.38,14662,-93,Medium
3201,16867,16436,97.44,15856,580,Sellout
3202,16867,14827,87.91,14877,-50,Medium
3203,16867,14650,86.86,15733,-1083,Medium
3204,16867,15781,93.56,15452,329,High
3205,16867,15887,94.19,15571,316,High
3206,16867,15052,89.24,15444,-392,High
3207,16867,16867,100.0,16867,0,Sellout
3208,16867,16867,100.0,16063,804,Sellout
3209,16867,14346,85.05,14929,-583,Medium
3210,16867,15751,93.38,15103,648,High
3211,16867,16718,99.12,15864,854,Sellout
3212,16867,16261,96.41,16142,119,Sellout
3213,16867,15541,92.14,16370,-829,High
3214,16867,16867,100.0,16589,278,Sellout
3215,16867,14453,85.69,13835,618,Medium
3216,16867,16089,95.39,15719,370,Sellout
3217,16867,14289,84.72,14324,-35,Medium
3218,16867,15139,89.76,14358,781,High
3219,16867,15232,90.31,15805,-573,High
3220,16867,14618,86.67,14040,578,Medium
3221,16867,13730,81.4,13947,-217,Medium
3222,16867,13272,78.69,14403,-1131,Medium
3223,16867,15463,91.68,16141,-678,High
3224,16867,16385,97.14,16113,272,Sellout
3225,16867,14658,86.9,14508,150,Medium
3226,16867,15068,89.33,14768,300,High
3227,16867,14897,88.32,15145,-248,High
3228,16867,15324,90.85,15182,142,High
3229,16867,15415,91.39,14993,422,High
3230,16867,16867,100.0,15595,1272,Sellout
3231,16867,14736,87.37,15000,-264,Medium
3232,16867,15313,90.79,14622,691,High
3233,16867,15456,91.63,15020,436,High
3234,16867,15171,89.94,15089,82,High
3235,16867,13684,81.13,14562,-878,Medium
3236,16867,15970,94.68,15033,937,High
3237,16867,15216,90.21,15048,168,High
3238,16867,14969,88.75,15368,-399,High
3239,16867,15303,90.73,15899,-596,High
3240,19812,18762,94.7,18556,206,High
3241,19812,18882,95.31,19625,-743,Sellout
3242,19812,18603,93.9,19053,-450,High
3243,19812,17112,86.37,17580,-468,Medium
3244,19812,19421,98.03,19384,37,Sellout
3245,19812,19812,100.0,19812,0,Sellout
3246,19812,18681,94.29,18932,-251,High
3247,19812,17600,88.84,17769,-169,High
3248,19812,19080,96.31,18995,85,Sellout
3249,19812,17990,90.8,18583,-593,High
3250,19812,18322,92.48,18787,-465,High
3251,19812,19812,100.0,19812,0,Sellout
3252,19812,19273,97.28,19045,228,Sellout
3253,19812,19812,100.0,19364,448,Sellout
3254,19812,17436,88.01,18423,-987,High
3255,19812,17835,90.02,17645,190,High
3256,19812,19812,100.0,19812,0,Sellout
3257,19812,19406,97.95,19540,-134,Sellout
3258,19812,19513,98.49,19812,-299,Sellout
3259,19812,18853,95.16,17949,904,Sellout
3260,19812,16688,84.23,18610,-1922,Medium
3261,19812,16925,85.43,17825,-900,Medium
3262,19812,19685,99.36,18822,863,Sellout
3263,19812,19812,100.0,19812,0,Sellout
3264,19812,19201,96.92,17806,1395,Sellout
3265,19812,19381,97.82,19138,243,Sellout
3266,19812,19812,100.0,19812,0,Sellout
3267,19812,17697,89.32,19173,-1476,High
3268,19812,18958,95.69,18955,3,Sellout
3269,19812,19083,96.32,18640,443,Sellout
3270,19812,17543,88.55,17930,-387,High
3271,19812,19539,98.62,19612,-73,Sellout
3272,19812,19616,99.01,18640,976,Sellout
3273,19812,19812,100.0,19812,0,Sellout
3274,19812,17529,88.48,17331,198,High
3275,19812,18123,91.47,18163,-40,High
3276,19812,18608,93.92,18030,578,High
3277,19812,18938,95.59,19230,-292,Sellout
3278,19812,19812,100.0,19481,331,Sellout
3279,19812,19438,98.11,19812,-374,Sellout
3280,19812,19103,96.42,18508,595,Sellout
3281,18203,16164,88.8,16178,-14,High
3282,18203,15695,86.22,16146,-451,Medium
3283,18203,16957,93.15,16696,261,High
3284,18203,15733,86.43,16018,-285,Medium
3285,18203,16879,92.73,16155,724,High
3286,18203,17218,94.59,17942,-724,High
3287,18203,15989,87.84,15825,164,Medium
3288,18203,16899,92.84,17432,-533,High
3289,18203,17371,95.43,16496,875,Sellout
3290,18203,17650,96.96,17130,520,Sellout
3291,18203,16439,90.31,16471,-32,High
3292,18203,16704,91.77,16715,-11,High
3293,18203,18203,100.0,17513,690,Sellout
3294,18203,17759,97.56,17206,553,Sellout
3295,18203,16106,88.48,16656,-550,High
3296,18203,16101,88.45,15421,680,High
3297,18203,17343,95.28,17753,-410,Sellout
3298,18203,16592,91.15,16481,111,High
3299,18203,14374,78.97,15902,-1528,Medium
3300,18203,16997,93.37,16403,594,High
3301,18203,17628,96.84,18116,-488,Sellout
3302,18203,15122,83.07,15273,-151,Medium
3303,18203,15508,85.19,16523,-1015,Medium
3304,18203,17418,95.69,17286,132,Sellout
3305,18203,17127,94.09,17075,52,High
3306,18203,15097,82.94,16025,-928,Medium
3307,18203,15465,84.96,15441,24,Medium
3308,18203,17202,94.5,17395,-193,High
3309,18203,17169,94.32,16278,891,High
3310,18203,17838,97.99,18203,-365,Sellout
3311,18203,18203,100.0,18203,0,Sellout
3312,18203,14225,78.15,15296,-1071,Medium
3313,18203,16051,88.18,15992,59,High
3314,18203,16162,88.79,15902,260,High
3315,18203,16861,92.63,16564,297,High
3316,18203,16961,93.18,17048,-87,High
3317,18203,18078,99.31,16817,1261,Sellout
3318,18203,15017,82.5,15279,-262,Medium
3319,18203,16721,91.86,16370,351,High
3320,18203,16122,88.57,16351,-229,High
3321,18203,15597,85.68,16207,-610,Medium
3322,18846,16613,88.15,17509,-896,High
3323,18846,16609,88.13,17299,-690,High
3324,18846,17680,93.81,17225,455,High
3325,18846,16314,86.56,15314,1000,Medium
3326,18846,18115,96.12,17661,454,Sellout
3327,18846,17858,94.76,18110,-252,High
3328,18846,17075,90.6,17549,-474,High
3329,18846,17138,90.94,17014,124,High
3330,18846,15848,84.09,16633,-785,Medium
3331,18846,17075,90.6,16409,666,High
3332,18846,17810,94.5,17532,278,High
3333,18846,16465,87.37,17194,-729,Medium
3334,18846,17881,94.88,16757,1124,High
3335,18846,14562,77.27,15472,-910,Medium
3336,18846,16958,89.98,16919,39,High
3337,18846,17102,90.75,16473,629,High
3338,18846,18846,100.0,18727,119,Sellout
3339,18846,17009,90.25,17480,-471,High
3340,18846,16011,84.96,16322,-311,Medium
3341,18846,15410,81.77,16131,-721,Medium
3342,18846,17142,90.96,16977,165,High
3343,18846,18326,97.24,17707,619,Sellout
3344,18846,14161,75.14,15600,-1439,Medium
3345,18846,15851,84.11,15432,419,Medium
3346,18846,16726,88.75,17097,-371,High
3347,18846,16875,89.54,16945,-70,High
3348,18846,15647,83.03,16450,-803,Medium
3349,18846,17852,94.73,18319,-467,High
3350,18846,17422,92.44,15920,1502,High
3351,18846,16031,85.06,16286,-255,Medium
3352,18846,18442,97.86,18450,-8,Sellout
3353,18846,16066,85.25,16756,-690,Medium
3354,18846,18488,98.1,16541,1947,Sellout
3355,18846,18300,97.1,17949,351,Sellout
3356,18846,15138,80.32,15154,-16,Medium
3357,18846,16469,87.39,15775,694,Medium
3358,18846,16846,89.39,16579,267,High
3359,18846,15794,83.81,15924,-130,Medium
3360,18846,17565,93.2,17661,-96,High
3361,18846,14276,75.75,15436,-1160,Medium
3362,18846,17474,92.72,17750,-276,High
3363,20478,20473,99.98,20478,-5,Sellout
3364,20478,20478,100.0,20478,0,Sellout
3365,20478,19875,97.06,20049,-174,Sellout
3366,20478,20478,100.0,20478,0,Sellout
3367,20478,18400,89.85,18318,82,High
3368,20478,18586,90.76,19275,-689,High
3369,20478,20478,100.0,20024,454,Sellout
3370,20478,19897,97.16,20214,-317,Sellout
3371,20478,20478,100.0,20478,0,Sellout
3372,20478,16300,79.6,17374,-1074,Medium
3373,20478,19328,94.38,18698,630,High
3374,20478,18727,91.45,20067,-1340,High
3375,20478,20478,100.0,20309,169,Sellout
3376,20478,20478,100.0,20478,0,Sellout
3377,20478,18123,88.5,18301,-178,High
3378,20478,20478,100.0,20218,260,Sellout
3379,20478,17215,84.07,18254,-1039,Medium
3380,20478,19972,97.53,20137,-165,Sellout
3381,20478,20478,100.0,20478,0,Sellout
3382,20478,20478,100.0,20478,0,Sellout
3383,20478,18541,90.54,18548,-7,High
3384,20478,18812,91.86,18554,258,High
3385,20478,20478,100.0,19614,864,Sellout
3386,20478,20478,100.0,20478,0,Sellout
3387,20478,18715,91.39,20254,-1539,High
3388,20478,20478,100.0,20478,0,Sellout
3389,20478,19499,95.22,19484,15,Sellout
3390,20478,19863,97.0,20478,-615,Sellout
3391,20478,19687,96.14,20478,-791,Sellout
3392,20478,20478,100.0,20478,0,Sellout
3393,20478,20212,98.7,20478,-266,Sellout
3394,20478,17846,87.15,18193,-347,Medium
3395,20478,17803,86.94,18458,-655,Medium
3396,20478,19536,95.4,19197,339,Sellout
3397,20478,20233,98.8,20004,229,Sellout
3398,20478,20478,100.0,20478,0,Sellout
3399,20478,19204,93.78,19644,-440,High
3400,20478,19415,94.81,18986,429,High
3401,20478,16365,79.92,17911,-1546,Medium
3402,20478,18627,90.96,19788,-1161,High
3403,20478,20478,100.0,20478,0,Sellout
3404,17125,15413,90.0,14657,756,High
3405,17125,16936,98.9,16632,304,Sellout
3406,17125,17125,100.0,17125,0,Sellout
3407,17125,15487,90.44,16224,-737,High
3408,17125,17125,100.0,16712,413,Sellout
3409,17125,15800,92.26,16509,-709,High
3410,17125,16557,96.68,16335,222,Sellout
3411,17125,17125,100.0,15428,1697,Sellout
3412,17125,14164,82.71,14769,-605,Medium
3413,17125,17125,100.0,16811,314,Sellout
3414,17125,16292,95.14,15630,662,Sellout
3415,17125,14914,87.09,15280,-366,Medium
3416,17125,16851,98.4,15419,1432,Sellout
3417,17125,15869,92.67,16493,-624,High
3418,17125,15627,91.25,15652,-25,High
3419,17125,16635,97.14,16195,440,Sellout
3420,17125,15689,91.61,15754,-65,High
3421,17125,16483,96.25,14354,2129,Sellout
3422,17125,13690,79.94,14552,-862,Medium
3423,17125,16773,97.94,15664,1109,Sellout
3424,17125,15142,88.42,16691,-1549,High
3425,17125,14640,85.49,16621,-1981,Medium
3426,17125,16303,95.2,16267,36,Sellout
3427,17125,15992,93.38,15487,505,High
3428,17125,16063,93.8,15042,1021,High
3429,17125,16702,97.53,15600,1102,Sellout
3430,17125,16384,95.67,16247,137,Sellout
3431,17125,15815,92.35,15474,341,High
3432,17125,15904,92.87,15738,166,High
3433,17125,15938,93.07,14893,1045,High
3434,17125,16621,97.06,17125,-504,Sellout
3435,17125,17012,99.34,17125,-113,Sellout
3436,17125,17125,100.0,16595,530,Sellout
3437,17125,16137,94.23,15416,721,High
3438,17125,16853,98.41,15931,922,Sellout
3439,17125,15168,88.57,15216,-48,High
3440,17125,16889,98.62,17125,-236,Sellout
3441,17125,16236,94.81,15754,482,High
3442,17125,13962,81.53,14713,-751,Medium
3443,17125,17125,100.0,17125,0,Sellout
3444,17125,15851,92.56,16195,-344,High
3445,19393,19393,100.0,19393,0,Sellout
3446,19393,18885,97.38,18302,583,Sellout
3447,19393,16930,87.3,17494,-564,Medium
3448,19393,17529,90.39,18421,-892,High
3449,19393,17121,88.28,16227,894,High
3450,19393,18020,92.92,18829,-809,High
3451,19393,19393,100.0,19393,0,Sellout
3452,19393,19123,98.61,19107,16,Sellout
3453,19393,15671,80.81,17145,-1474,Medium
3454,19393,17278,89.09,18090,-812,High
3455,19393,18113,93.4,17838,275,High
3456,19393,19393,100.0,18833,560,Sellout
3457,19393,16897,87.13,17488,-591,Medium
3458,19393,17089,88.12,17776,-687,High
3459,19393,16763,86.44,16273,490,Medium
3460,19393,17112,88.24,16490,622,High
3461,19393,19393,100.0,19033,360,Sellout
3462,19393,18159,93.64,17988,171,High
3463,19393,17531,90.4,17943,-412,High
3464,19393,18142,93.55,17534,608,High
3465,19393,16267,83.88,16332,-65,Medium
3466,19393,18073,93.19,17552,521,High
3467,19393,18535,95.58,18938,-403,Sellout
3468,19393,19158,98.79,19321,-163,Sellout
3469,19393,16809,86.68,16393,416,Medium
3470,19393,17216,88.77,18811,-1595,High
3471,19393,19375,99.91,18336,1039,Sellout
3472,19393,19393,100.0,19393,0,Sellout
3473,19393,15908,82.03,18094,-2186,Medium
3474,19393,17760,91.58,17629,131,High
3475,19393,16758,86.41,17094,-336,Medium
3476,19393,15851,81.74,16659,-808,Medium
3477,19393,19393,100.0,18419,974,Sellout
3478,19393,18836,97.13,18187,649,Sellout
3479,19393,17022,87.77,17145,-123,Medium
3480,19393,17114,88.25,17072,42,High
3481,19393,17340,89.41,17133,207,High
3482,19393,15933,82.16,17196,-1263,Medium
3483,19393,19270,99.37,17231,2039,Sellout
3484,19393,18024,92.94,17990,34,High
3485,19393,18862,97.26,17460,1402,Sellout
3486,17608,14320,81.33,14918,-598,Medium
3487,17608,14963,84.98,14550,413,Medium
3488,17608,15537,88.24,16371,-834,High
3489,17608,15012,85.26,17042,-2030,Medium
3490,17608,17608,100.0,17195,413,Sellout
3491,17608,17025,96.69,16887,138,Sellout
3492,17608,15598,88.58,15971,-373,High
3493,17608,12477,70.86,14854,-2377,Low
3494,17608,16844,95.66,17176,-332,Sellout
3495,17608,16459,93.47,16266,193,High
3496,17608,13901,78.95,14660,-759,Medium
3497,17608,14824,84.19,14732,92,Medium
3498,17608,16215,92.09,16662,-447,High
3499,17608,15326,87.04,16172,-846,Medium
3500,17608,17039,96.77,17140,-101,Sellout
3501,17608,14943,84.86,16471,-1528,Medium
3502,17608,15029,85.35,14676,353,Medium
3503,17608,14779,83.93,14710,69,Medium
3504,17608,14993,85.15,14567,426,Medium
3505,17608,16153,91.74,15358,795,High
3506,17608,16109,91.49,16287,-178,High
3507,17608,15915,90.39,17608,-1693,High
3508,17608,15990,90.81,16171,-181,High
3509,17608,15831,89.91,16637,-806,High
3510,17608,16385,93.05,15375,1010,High
3511,17608,16676,94.71,16937,-261,High
3512,17608,16719,94.95,16127,592,High
3513,17608,15959,90.63,14930,1029,High
3514,17608,14546,82.61,15072,-526,Medium
3515,17608,16535,93.91,16482,53,High
3516,17608,16140,91.66,16113,27,High
3517,17608,17608,100.0,17264,344,Sellout
3518,17608,16129,91.6,15238,891,High
3519,17608,15185,86.24,15935,-750,Medium
