concession_id,game_id,category,units_sold,avg_unit_price,gross_revenue,estimated_cost,gross_margin,per_cap_spend,recommended_inventory_units
11773,2355,Snacks,16990,6.0,101943.46,30583.04,71360.42,5.55,19538
11774,2355,Combo Meals,17080,18.0,307456.44,107609.75,199846.69,16.74,19642
11775,2355,Premium Dining,13753,35.0,481359.23,192543.69,288815.54,26.21,15815
11776,2356,Food,16910,12.0,202931.93,77114.13,125817.8,11.11,19446
11777,2356,Beverage,19272,9.0,173456.45,38160.42,135296.03,9.5,22162
11778,2356,Snacks,16134,6.0,96808.7,29042.61,67766.09,5.3,18554
11779,2356,Combo Meals,17373,18.0,312715.33,109450.37,203264.96,17.13,19978
11780,2356,Premium Dining,13384,35.0,468459.43,187383.77,281075.66,25.66,15391
11781,2357,Food,19390,12.0,232683.09,88419.57,144263.52,11.89,23268
11782,2357,Beverage,20716,9.0,186445.49,41018.01,145427.48,9.53,24859
11783,2357,Snacks,17218,6.0,103312.91,30993.87,72319.04,5.28,20661
11784,2357,Combo Meals,18387,18.0,330970.53,115839.69,215130.84,16.92,22064
11785,2357,Premium Dining,13916,35.0,487083.09,194833.24,292249.85,24.9,16699
11786,2358,Food,14722,12.0,176666.66,67133.33,109533.33,10.38,16194
11787,2358,Beverage,16381,9.0,147432.54,32435.16,114997.38,8.67,18019
11788,2358,Snacks,13542,6.0,81257.98,24377.39,56880.59,4.78,14896
11789,2358,Combo Meals,15105,18.0,271894.52,95163.08,176731.44,15.98,16615
11790,2358,Premium Dining,11741,35.0,410955.93,164382.37,246573.56,24.16,12915
11791,2359,Food,15016,12.0,180197.19,68474.93,111722.26,10.47,16517
11792,2359,Beverage,17754,9.0,159794.57,35154.81,124639.76,9.28,19529
11793,2359,Snacks,13848,6.0,83092.32,24927.7,58164.62,4.83,15232
11794,2359,Combo Meals,14432,18.0,259779.35,90922.77,168856.58,15.09,15875
11795,2359,Premium Dining,12035,35.0,421235.68,168494.27,252741.41,24.47,13238
11796,2360,Food,16662,12.0,199955.18,75982.97,123972.21,11.37,19161
11797,2360,Beverage,18832,9.0,169492.68,37288.39,132204.29,9.64,21656
11798,2360,Snacks,14490,6.0,86940.79,26082.24,60858.55,4.94,16663
11799,2360,Combo Meals,16684,18.0,300327.33,105114.57,195212.76,17.07,19186
11800,2360,Premium Dining,13555,35.0,474444.74,189777.9,284666.84,26.97,15588
11801,2361,Food,18341,12.0,220097.06,83636.88,136460.18,11.83,21092
11802,2361,Beverage,19891,9.0,179022.85,39385.03,139637.82,9.62,22874
11803,2361,Snacks,15800,6.0,94802.99,28440.9,66362.09,5.09,18170
11804,2361,Combo Meals,17406,18.0,313321.28,109662.45,203658.83,16.84,20016
11805,2361,Premium Dining,13326,35.0,466413.01,186565.2,279847.81,25.06,15324
11806,2362,Food,20726,12.0,248721.43,94514.14,154207.29,12.64,24871
11807,2362,Beverage,23854,9.0,214692.27,47232.3,167459.97,10.91,28624
11808,2362,Snacks,18256,6.0,109540.98,32862.29,76678.69,5.57,21907
11809,2362,Combo Meals,19403,18.0,349256.29,122239.7,227016.59,17.75,23283
11810,2362,Premium Dining,15748,35.0,551212.4,220484.96,330727.44,28.01,18897
11811,2363,Food,15591,12.0,187096.38,71096.62,115999.76,10.75,17150
11812,2363,Beverage,18155,9.0,163399.6,35947.91,127451.69,9.39,19970
11813,2363,Snacks,15210,6.0,91260.54,27378.16,63882.38,5.24,16731
11814,2363,Combo Meals,15383,18.0,276896.97,96913.94,179983.03,15.91,16921
11815,2363,Premium Dining,12535,35.0,438750.02,175500.01,263250.01,25.21,13788
11816,2364,Food,15487,12.0,185851.6,70623.61,115227.99,11.04,17035
11817,2364,Beverage,17086,9.0,153776.6,33830.85,119945.75,9.13,18794
11818,2364,Snacks,13094,6.0,78567.41,23570.22,54997.19,4.67,14403
11819,2364,Combo Meals,14974,18.0,269540.53,94339.19,175201.34,16.01,16471
11820,2364,Premium Dining,12159,35.0,425578.15,170231.26,255346.89,25.27,13374
11821,2365,Food,14373,12.0,172476.25,65540.98,106935.27,10.03,15810
11822,2365,Beverage,17059,9.0,153534.61,33777.61,119757.0,8.93,18764
11823,2365,Snacks,14253,6.0,85518.13,25655.44,59862.69,4.97,15678
11824,2365,Combo Meals,15080,18.0,271457.21,95010.02,176447.19,15.78,16588
11825,2365,Premium Dining,12232,35.0,428126.42,171250.57,256875.85,24.89,13455
11826,2366,Food,18576,12.0,222921.92,84710.33,138211.59,11.26,22291
11827,2366,Beverage,22164,9.0,199476.4,43884.81,155591.59,10.07,26596
11828,2366,Snacks,17626,6.0,105759.94,31727.98,74031.96,5.34,21151
11829,2366,Combo Meals,19071,18.0,343283.13,120149.1,223134.03,17.34,22885
11830,2366,Premium Dining,15519,35.0,543180.09,217272.04,325908.05,27.43,18622
11831,2367,Food,15010,12.0,180122.64,68446.6,111676.04,10.7,16511
11832,2367,Beverage,17923,9.0,161313.02,35488.86,125824.16,9.58,19715
11833,2367,Snacks,14193,6.0,85161.28,25548.38,59612.9,5.06,15612
11834,2367,Combo Meals,15129,18.0,272325.53,95313.94,177011.59,16.17,16641
11835,2367,Premium Dining,11798,35.0,412957.52,165183.01,247774.51,24.52,12977
11836,2368,Food,15586,12.0,187039.9,71075.16,115964.74,10.58,17923
11837,2368,Beverage,16554,9.0,148989.49,32777.69,116211.8,8.42,19037
11838,2368,Snacks,16146,6.0,96877.34,29063.2,67814.14,5.48,18567
11839,2368,Combo Meals,16140,18.0,290532.05,101686.22,188845.83,16.43,18561
11840,2368,Premium Dining,12485,35.0,437006.65,174802.66,262203.99,24.71,14357
11841,2369,Food,13607,12.0,163289.83,62050.14,101239.69,10.03,14967
11842,2369,Beverage,15205,9.0,136848.31,30106.63,106741.68,8.41,16725
11843,2369,Snacks,13122,6.0,78735.98,23620.79,55115.19,4.84,14434
11844,2369,Combo Meals,13897,18.0,250156.86,87554.9,162601.96,15.37,15286
11845,2369,Premium Dining,11339,35.0,396897.84,158759.14,238138.7,24.39,12472
11846,2370,Food,16966,12.0,203597.29,77366.97,126230.32,10.88,19510
11847,2370,Beverage,17741,9.0,159675.74,35128.66,124547.08,8.53,20402
11848,2370,Snacks,16064,6.0,96384.04,28915.21,67468.83,5.15,18473
11849,2370,Combo Meals,16793,18.0,302291.94,105802.18,196489.76,16.15,19311
11850,2370,Premium Dining,12595,35.0,440829.48,176331.79,264497.69,23.55,14484
11851,2371,Food,16468,12.0,197616.34,75094.21,122522.13,10.63,18938
11852,2371,Beverage,19629,9.0,176669.82,38867.36,137802.46,9.51,22573
11853,2371,Snacks,15715,6.0,94295.48,28288.64,66006.84,5.07,18072
11854,2371,Combo Meals,16109,18.0,289964.09,101487.43,188476.66,15.6,18525
11855,2371,Premium Dining,13521,35.0,473262.58,189305.03,283957.55,25.47,15549
11856,2372,Food,18789,12.0,225472.71,85679.63,139793.08,11.6,22546
11857,2372,Beverage,19587,9.0,176285.01,38782.7,137502.31,9.07,23504
11858,2372,Snacks,18365,6.0,110195.24,33058.57,77136.67,5.67,22038
11859,2372,Combo Meals,18477,18.0,332586.04,116405.11,216180.93,17.1,22172
11860,2372,Premium Dining,15424,35.0,539869.65,215947.86,323921.79,27.77,18508
11861,2373,Food,16517,12.0,198213.43,75321.1,122892.33,11.59,18168
11862,2373,Beverage,17405,9.0,156645.56,34462.02,122183.54,9.16,19145
11863,2373,Snacks,14044,6.0,84269.25,25280.78,58988.47,4.93,15448
11864,2373,Combo Meals,15752,18.0,283552.94,99243.53,184309.41,16.59,17327
11865,2373,Premium Dining,12648,35.0,442697.17,177078.87,265618.3,25.89,13912
11866,2374,Food,15492,12.0,185915.28,70647.81,115267.47,10.92,17041
11867,2374,Beverage,17648,9.0,158839.28,34944.64,123894.64,9.33,19412
11868,2374,Snacks,13497,6.0,80985.99,24295.8,56690.19,4.76,14846
11869,2374,Combo Meals,14700,18.0,264608.8,92613.08,171995.72,15.55,16170
11870,2374,Premium Dining,12398,35.0,433933.72,173573.49,260360.23,25.5,13637
11871,2375,Food,14426,12.0,173114.15,65783.38,107330.77,10.42,15868
11872,2375,Beverage,15829,9.0,142463.32,31341.93,111121.39,8.57,17411
11873,2375,Snacks,12975,6.0,77852.35,23355.7,54496.65,4.68,14272
11874,2375,Combo Meals,13439,18.0,241911.01,84668.85,157242.16,14.56,14782
11875,2375,Premium Dining,12023,35.0,420815.07,168326.03,252489.04,25.32,13225
11876,2376,Food,11882,12.0,142595.37,54186.24,88409.13,9.72,12476
11877,2376,Beverage,14680,9.0,132123.45,29067.16,103056.29,9.01,15414
11878,2376,Snacks,11655,6.0,69934.59,20980.38,48954.21,4.77,12237
11879,2376,Combo Meals,11837,18.0,213069.96,74574.49,138495.47,14.53,12428
11880,2376,Premium Dining,10435,35.0,365258.73,146103.49,219155.24,24.91,10956
11881,2377,Food,18706,12.0,224472.89,85299.7,139173.19,11.48,22447
11882,2377,Beverage,19823,9.0,178413.21,39250.91,139162.3,9.13,23787
11883,2377,Snacks,17491,6.0,104946.27,31483.88,73462.39,5.37,20989
11884,2377,Combo Meals,17563,18.0,316151.58,110653.05,205498.53,16.17,21075
11885,2377,Premium Dining,14445,35.0,505585.52,202234.21,303351.31,25.86,17334
11886,2378,Food,17748,12.0,212985.39,80934.45,132050.94,10.76,21297
11887,2378,Beverage,20674,9.0,186073.23,40936.11,145137.12,9.4,24808
11888,2378,Snacks,18511,6.0,111070.66,33321.2,77749.46,5.61,22213
11889,2378,Combo Meals,18265,18.0,328787.18,115075.51,213711.67,16.61,21918
11890,2378,Premium Dining,14295,35.0,500345.17,200138.07,300207.1,25.27,17154
11891,2379,Food,13671,12.0,164055.65,62341.15,101714.5,10.25,15038
11892,2379,Beverage,15685,9.0,141169.02,31057.18,110111.84,8.82,17253
11893,2379,Snacks,13538,6.0,81230.93,24369.28,56861.65,5.08,14891
11894,2379,Combo Meals,14761,18.0,265705.03,92996.76,172708.27,16.6,16237
11895,2379,Premium Dining,10540,35.0,368929.88,147571.95,221357.93,23.05,11594
11896,2380,Food,15947,12.0,191365.71,72718.97,118646.74,11.11,18339
11897,2380,Beverage,17865,9.0,160789.9,35373.78,125416.12,9.33,20544
11898,2380,Snacks,15698,6.0,94189.42,28256.83,65932.59,5.47,18052
11899,2380,Combo Meals,15833,18.0,285001.67,99750.58,185251.09,16.55,18207
11900,2380,Premium Dining,12349,35.0,432234.84,172893.94,259340.9,25.09,14201
11901,2381,Food,14456,12.0,173477.84,65921.58,107556.26,11.05,15901
11902,2381,Beverage,15942,9.0,143482.76,31566.21,111916.55,9.14,17536
11903,2381,Snacks,13704,6.0,82229.27,24668.78,57560.49,5.24,15074
11904,2381,Combo Meals,13973,18.0,251530.92,88035.82,163495.1,16.02,15370
11905,2381,Premium Dining,11185,35.0,391482.41,156592.96,234889.45,24.94,12303
11906,2382,Food,14548,12.0,174586.89,66343.02,108243.87,11.06,16002
11907,2382,Beverage,15868,9.0,142812.47,31418.74,111393.73,9.05,17454
11908,2382,Snacks,14358,6.0,86150.98,25845.29,60305.69,5.46,15793
11909,2382,Combo Meals,14567,18.0,262217.25,91776.04,170441.21,16.61,16023
11910,2382,Premium Dining,12138,35.0,424846.32,169938.53,254907.79,26.91,13351
11911,2383,Food,15521,12.0,186259.61,70778.65,115480.96,11.5,17849
11912,2383,Beverage,16245,9.0,146213.85,32167.05,114046.8,9.03,18681
11913,2383,Snacks,13931,6.0,83590.22,25077.07,58513.15,5.16,16020
11914,2383,Combo Meals,15177,18.0,273186.79,95615.38,177571.41,16.86,17453
11915,2383,Premium Dining,11793,35.0,412764.28,165105.71,247658.57,25.48,13561
11916,2384,Food,14580,12.0,174969.58,66488.44,108481.14,10.71,16767
11917,2384,Beverage,17818,9.0,160366.55,35280.64,125085.91,9.81,20490
11918,2384,Snacks,14388,6.0,86331.52,25899.46,60432.06,5.28,16546
11919,2384,Combo Meals,14949,18.0,269095.94,94183.58,174912.36,16.47,17191
11920,2384,Premium Dining,11815,35.0,413553.74,165421.5,248132.24,25.3,13587
11921,2385,Food,14265,12.0,171180.68,65048.66,106132.02,10.54,16404
11922,2385,Beverage,15677,9.0,141094.49,31040.79,110053.7,8.68,18028
11923,2385,Snacks,13336,6.0,80016.09,24004.83,56011.26,4.93,15336
11924,2385,Combo Meals,13440,18.0,241924.66,84673.63,157251.03,14.89,15455
11925,2385,Premium Dining,11251,35.0,393814.72,157525.89,236288.83,24.24,12938
11926,2386,Food,13385,12.0,160629.52,61039.22,99590.3,10.37,14723
11927,2386,Beverage,15761,9.0,141849.96,31206.99,110642.97,9.15,17337
11928,2386,Snacks,13064,6.0,78387.94,23516.38,54871.56,5.06,14370
11929,2386,Combo Meals,13819,18.0,248744.32,87060.51,161683.81,16.05,15200
11930,2386,Premium Dining,11087,35.0,388067.81,155227.12,232840.69,25.04,12195
11931,2387,Food,16586,12.0,199038.43,75634.6,123403.83,11.07,19903
11932,2387,Beverage,19915,9.0,179237.04,39432.15,139804.89,9.96,23898
11933,2387,Snacks,15329,6.0,91974.12,27592.24,64381.88,5.11,18394
11934,2387,Combo Meals,16866,18.0,303604.7,106261.64,197343.06,16.88,20239
11935,2387,Premium Dining,14090,35.0,493164.98,197265.99,295898.99,27.42,16908
11936,2388,Food,15418,12.0,185020.83,70307.92,114712.91,11.54,17730
11937,2388,Beverage,17155,9.0,154402.3,33968.51,120433.79,9.63,19728
11938,2388,Snacks,14407,6.0,86442.79,25932.84,60509.95,5.39,16568
11939,2388,Combo Meals,14760,18.0,265695.15,92993.3,172701.85,16.57,16974
11940,2388,Premium Dining,11637,35.0,407311.28,162924.51,244386.77,25.4,13382
11941,2389,Food,16112,12.0,193346.67,73471.73,119874.94,11.16,19334
11942,2389,Beverage,19323,9.0,173907.1,38259.56,135647.54,10.04,23187
11943,2389,Snacks,14685,6.0,88114.1,26434.23,61679.87,5.09,17622
11944,2389,Combo Meals,16791,18.0,302249.79,105787.43,196462.36,17.45,20149
11945,2389,Premium Dining,12262,35.0,429170.69,171668.28,257502.41,24.78,14714
11946,2390,Food,16106,12.0,193277.42,73445.42,119832.0,10.73,19327
11947,2390,Beverage,19005,9.0,171045.06,37629.91,133415.15,9.49,22806
11948,2390,Snacks,15316,6.0,91901.35,27570.41,64330.94,5.1,18379
11949,2390,Combo Meals,15937,18.0,286872.91,100405.52,186467.39,15.92,19124
11950,2390,Premium Dining,12467,35.0,436372.06,174548.82,261823.24,24.22,14960
11951,2391,Food,12287,12.0,147450.69,56031.26,91419.43,10.13,13515
11952,2391,Beverage,14909,9.0,134183.89,29520.46,104663.43,9.22,16399
11953,2391,Snacks,11901,6.0,71411.01,21423.3,49987.71,4.91,13091
11954,2391,Combo Meals,11686,18.0,210364.81,73627.68,136737.13,14.46,12854
11955,2391,Premium Dining,10245,35.0,358595.93,143438.37,215157.56,24.65,11269
11956,2392,Food,11583,12.0,138997.83,52819.18,86178.65,10.06,12741
11957,2392,Beverage,13124,9.0,118118.28,25986.02,92132.26,8.55,14436
11958,2392,Snacks,10465,6.0,62793.45,18838.04,43955.41,4.54,11511
11959,2392,Combo Meals,11143,18.0,200585.73,70205.01,130380.72,14.52,12257
11960,2392,Premium Dining,9448,35.0,330699.12,132279.65,198419.47,23.93,10392
11961,2393,Food,14875,12.0,178505.63,67832.14,110673.49,11.13,17106
11962,2393,Beverage,15943,9.0,143488.4,31567.45,111920.95,8.94,18334
11963,2393,Snacks,14012,6.0,84075.75,25222.72,58853.03,5.24,16113
11964,2393,Combo Meals,14049,18.0,252899.58,88514.85,164384.73,15.76,16156
11965,2393,Premium Dining,12017,35.0,420597.63,168239.05,252358.58,26.22,13819
11966,2394,Food,16549,12.0,198595.0,75466.1,123128.9,11.35,19858
11967,2394,Beverage,18842,9.0,169584.85,37308.67,132276.18,9.7,22610
11968,2394,Snacks,15814,6.0,94888.03,28466.41,66421.62,5.42,18976
11969,2394,Combo Meals,16267,18.0,292808.74,102483.06,190325.68,16.74,19520
11970,2394,Premium Dining,12540,35.0,438916.93,175566.77,263350.16,25.09,15048
11971,2395,Food,13071,12.0,156855.64,59605.14,97250.5,10.03,14378
11972,2395,Beverage,15486,9.0,139382.51,30664.15,108718.36,8.92,17034
11973,2395,Snacks,12523,6.0,75143.14,22542.94,52600.2,4.81,13775
11974,2395,Combo Meals,13389,18.0,241019.56,84356.85,156662.71,15.42,14727
11975,2395,Premium Dining,11096,35.0,388394.33,155357.73,233036.6,24.85,12205
11976,2396,Food,16615,12.0,199385.78,75766.6,123619.18,12.28,19107
11977,2396,Beverage,17835,9.0,160519.89,35314.38,125205.51,9.89,20510
11978,2396,Snacks,13371,6.0,80227.27,24068.18,56159.09,4.94,15376
11979,2396,Combo Meals,15886,18.0,285961.11,100086.39,185874.72,17.61,18268
11980,2396,Premium Dining,11608,35.0,406297.35,162518.94,243778.41,25.03,13349
11981,2397,Food,14046,12.0,168552.07,64049.79,104502.28,10.44,16152
11982,2397,Beverage,16196,9.0,145769.72,32069.34,113700.38,9.03,18625
11983,2397,Snacks,13427,6.0,80562.04,24168.61,56393.43,4.99,15441
11984,2397,Combo Meals,13949,18.0,251096.12,87883.64,163212.48,15.55,16041
11985,2397,Premium Dining,11226,35.0,392914.93,157165.97,235748.96,24.33,12909
11986,2398,Food,15595,12.0,187144.04,71114.74,116029.3,10.89,17934
11987,2398,Beverage,19007,9.0,171066.11,37634.54,133431.57,9.95,21858
11988,2398,Snacks,14762,6.0,88576.29,26572.89,62003.4,5.15,16976
11989,2398,Combo Meals,16665,18.0,299984.72,104994.65,194990.07,17.46,19164
11990,2398,Premium Dining,13143,35.0,460014.7,184005.88,276008.82,26.77,15114
11991,2399,Food,17502,12.0,210031.95,79812.14,130219.81,11.54,21002
11992,2399,Beverage,20137,9.0,181240.2,39872.84,141367.36,9.95,24164
11993,2399,Snacks,16730,6.0,100382.15,30114.64,70267.51,5.51,20076
11994,2399,Combo Meals,16745,18.0,301416.11,105495.64,195920.47,16.56,20094
11995,2399,Premium Dining,14077,35.0,492698.84,197079.54,295619.3,27.06,16892
11996,2400,Food,14644,12.0,175729.8,66777.32,108952.48,11.27,16108
11997,2400,Beverage,15749,9.0,141745.72,31184.06,110561.66,9.09,17323
11998,2400,Snacks,12758,6.0,76553.23,22965.97,53587.26,4.91,14033
11999,2400,Combo Meals,13633,18.0,245398.92,85889.62,159509.3,15.73,14996
12000,2400,Premium Dining,10760,35.0,376608.78,150643.51,225965.27,24.14,11836
12001,2401,Food,13815,12.0,165791.71,63000.85,102790.86,10.28,15887
12002,2401,Beverage,15051,9.0,135467.3,29802.81,105664.49,8.4,17308
12003,2401,Snacks,13448,6.0,80690.3,24207.09,56483.21,5.0,15465
12004,2401,Combo Meals,13711,18.0,246798.48,86379.47,160419.01,15.3,15767
12005,2401,Premium Dining,11303,35.0,395630.4,158252.16,237378.24,24.53,12998
12006,2402,Food,16931,12.0,203180.09,77208.43,125971.66,11.37,20317
12007,2402,Beverage,18100,9.0,162908.83,35839.94,127068.89,9.11,21720
12008,2402,Snacks,16572,6.0,99435.61,29830.68,69604.93,5.56,19886
12009,2402,Combo Meals,16169,18.0,291056.75,101869.86,189186.89,16.28,19402
12010,2402,Premium Dining,13634,35.0,477220.77,190888.31,286332.46,26.7,16360
12011,2403,Food,13774,12.0,165288.35,62809.57,102478.78,10.79,15151
12012,2403,Beverage,15387,9.0,138491.74,30468.18,108023.56,9.04,16925
12013,2403,Snacks,13303,6.0,79823.86,23947.16,55876.7,5.21,14633
12014,2403,Combo Meals,14039,18.0,252713.55,88449.74,164263.81,16.5,15442
12015,2403,Premium Dining,10812,35.0,378421.2,151368.48,227052.72,24.71,11893
12016,2404,Food,14772,12.0,177271.8,67363.28,109908.52,11.24,16249
12017,2404,Beverage,15391,9.0,138524.88,30475.47,108049.41,8.79,16930
12018,2404,Snacks,13085,6.0,78512.49,23553.75,54958.74,4.98,14393
12019,2404,Combo Meals,14307,18.0,257532.32,90136.31,167396.01,16.33,15737
12020,2404,Premium Dining,11337,35.0,396795.38,158718.15,238077.23,25.16,12470
12021,2405,Food,14424,12.0,173098.56,65777.45,107321.11,10.59,16587
12022,2405,Beverage,16301,9.0,146711.81,32276.6,114435.21,8.97,18746
12023,2405,Snacks,14265,6.0,85592.16,25677.65,59914.51,5.24,16404
12024,2405,Combo Meals,15751,18.0,283519.7,99231.9,184287.8,17.34,18113
12025,2405,Premium Dining,11738,35.0,410838.45,164335.38,246503.07,25.13,13498
12026,2406,Food,16399,12.0,196791.39,74780.73,122010.66,11.83,18858
12027,2406,Beverage,18020,9.0,162180.8,35679.78,126501.02,9.75,20723
12028,2406,Snacks,14551,6.0,87310.72,26193.22,61117.5,5.25,16733
12029,2406,Combo Meals,16059,18.0,289079.45,101177.81,187901.64,17.37,18467
12030,2406,Premium Dining,12875,35.0,450646.06,180258.42,270387.64,27.09,14806
12031,2407,Food,13670,12.0,164051.46,62339.55,101711.91,10.26,15037
12032,2407,Beverage,15668,9.0,141019.59,31024.31,109995.28,8.82,17234
12033,2407,Snacks,13857,6.0,83147.56,24944.27,58203.29,5.2,15242
12034,2407,Combo Meals,13630,18.0,245345.72,85871.0,159474.72,15.35,14993
12035,2407,Premium Dining,10716,35.0,375090.58,150036.23,225054.35,23.47,11787
12036,2408,Food,13844,12.0,166136.72,63131.95,103004.77,10.9,15228
12037,2408,Beverage,15754,9.0,141791.99,31194.24,110597.75,9.31,17329
12038,2408,Snacks,12292,6.0,73755.62,22126.69,51628.93,4.84,13521
12039,2408,Combo Meals,13131,18.0,236363.83,82727.34,153636.49,15.51,14444
12040,2408,Premium Dining,11098,35.0,388447.68,155379.07,233068.61,25.49,12207
12041,2409,Food,14296,12.0,171562.88,65193.89,106368.99,10.63,16440
12042,2409,Beverage,16235,9.0,146118.69,32146.11,113972.58,9.05,18670
12043,2409,Snacks,13945,6.0,83674.29,25102.29,58572.0,5.18,16036
12044,2409,Combo Meals,15115,18.0,272085.85,95230.05,176855.8,16.86,17382
12045,2409,Premium Dining,11802,35.0,413085.74,165234.3,247851.44,25.6,13572
12046,2410,Food,17515,12.0,210186.65,79870.93,130315.72,11.67,21018
12047,2410,Beverage,20156,9.0,181412.16,39910.68,141501.48,10.07,24187
12048,2410,Snacks,16481,6.0,98886.58,29665.97,69220.61,5.49,19777
12049,2410,Combo Meals,18535,18.0,333634.05,116771.92,216862.13,18.52,22242
12050,2410,Premium Dining,14046,35.0,491619.33,196647.73,294971.6,27.28,16855
12051,2411,Food,15986,12.0,191833.49,72896.73,118936.76,10.97,19183
12052,2411,Beverage,17958,9.0,161630.68,35558.75,126071.93,9.24,21549
12053,2411,Snacks,16250,6.0,97501.67,29250.5,68251.17,5.57,19500
12054,2411,Combo Meals,15955,18.0,287202.51,100520.88,186681.63,16.42,19146
12055,2411,Premium Dining,13449,35.0,470719.95,188287.98,282431.97,26.91,16138
12056,2412,Food,15088,12.0,181057.2,68801.74,112255.46,10.9,17351
12057,2412,Beverage,16868,9.0,151813.49,33398.97,118414.52,9.14,19398
12058,2412,Snacks,13668,6.0,82010.49,24603.15,57407.34,4.94,15718
12059,2412,Combo Meals,14049,18.0,252891.69,88512.09,164379.6,15.22,16156
12060,2412,Premium Dining,11377,35.0,398213.42,159285.37,238928.05,23.96,13083
12061,2413,Food,14023,12.0,168279.57,63946.24,104333.33,10.81,15425
12062,2413,Beverage,15202,9.0,136825.27,30101.56,106723.71,8.79,16722
12063,2413,Snacks,13667,6.0,82003.04,24600.91,57402.13,5.27,15033
12064,2413,Combo Meals,13912,18.0,250431.13,87650.9,162780.23,16.09,15303
12065,2413,Premium Dining,10738,35.0,375846.41,150338.56,225507.85,24.15,11811
12066,2414,Food,17389,12.0,208677.36,79297.4,129379.96,11.94,20866
12067,2414,Beverage,17443,9.0,156988.03,34537.37,122450.66,8.99,20931
12068,2414,Snacks,16048,6.0,96288.79,28886.64,67402.15,5.51,19257
12069,2414,Combo Meals,16318,18.0,293731.07,102805.87,190925.2,16.81,19581
12070,2414,Premium Dining,13487,35.0,472048.75,188819.5,283229.25,27.02,16184
12071,2415,Food,17270,12.0,207251.36,78755.52,128495.84,11.6,20724
12072,2415,Beverage,19892,9.0,179031.55,39386.94,139644.61,10.02,23870
12073,2415,Snacks,15971,6.0,95831.79,28749.54,67082.25,5.36,19165
12074,2415,Combo Meals,16883,18.0,303909.17,106368.21,197540.96,17.01,20259
12075,2415,Premium Dining,13583,35.0,475407.79,190163.12,285244.67,26.61,16299
12076,2416,Food,15141,12.0,181695.58,69044.32,112651.26,11.39,16655
12077,2416,Beverage,15617,9.0,140553.01,30921.66,109631.35,8.81,17178
12078,2416,Snacks,13559,6.0,81359.14,24407.74,56951.4,5.1,14914
12079,2416,Combo Meals,13930,18.0,250740.4,87759.14,162981.26,15.71,15323
12080,2416,Premium Dining,11652,35.0,407848.86,163139.54,244709.32,25.56,12817
12081,2417,Food,15454,12.0,185457.99,70474.04,114983.95,10.69,18544
12082,2417,Beverage,16518,9.0,148670.3,32707.47,115962.83,8.57,19821
12083,2417,Snacks,14136,6.0,84819.38,25445.81,59373.57,4.89,16963
12084,2417,Combo Meals,14764,18.0,265752.53,93013.39,172739.14,15.33,17716
12085,2417,Premium Dining,12159,35.0,425589.49,170235.8,255353.69,24.54,14590
12086,2418,Food,15607,12.0,187285.67,71168.55,116117.12,10.53,18728
12087,2418,Beverage,17362,9.0,156262.2,34377.68,121884.52,8.79,20834
12088,2418,Snacks,14585,6.0,87510.92,26253.28,61257.64,4.92,17502
12089,2418,Combo Meals,16068,18.0,289230.92,101230.82,188000.1,16.26,19281
12090,2418,Premium Dining,12024,35.0,420858.02,168343.21,252514.81,23.66,14428
12091,2419,Food,11785,12.0,141428.54,53742.85,87685.69,10.26,12963
12092,2419,Beverage,13013,9.0,117117.32,25765.81,91351.51,8.49,14314
12093,2419,Snacks,11392,6.0,68357.27,20507.18,47850.09,4.96,12531
12094,2419,Combo Meals,11903,18.0,214270.88,74994.81,139276.07,15.54,13093
12095,2419,Premium Dining,9351,35.0,327293.54,130917.42,196376.12,23.74,10286
12096,2420,Food,16166,12.0,193995.24,73718.19,120277.05,10.99,17782
12097,2420,Beverage,17136,9.0,154231.21,33930.87,120300.34,8.74,18849
12098,2420,Snacks,15484,6.0,92909.53,27872.86,65036.67,5.26,17032
12099,2420,Combo Meals,16466,18.0,296390.4,103736.64,192653.76,16.79,18112
12100,2420,Premium Dining,13426,35.0,469911.35,187964.54,281946.81,26.63,14768
12101,2421,Food,20302,12.0,243633.71,92580.81,151052.9,12.87,23347
12102,2421,Beverage,22624,9.0,203623.73,44797.22,158826.51,10.75,26017
12103,2421,Snacks,16874,6.0,101245.21,30373.56,70871.65,5.35,19405
12104,2421,Combo Meals,19233,18.0,346208.22,121172.88,225035.34,18.28,22117
12105,2421,Premium Dining,14425,35.0,504906.91,201962.76,302944.15,26.66,16588
12106,2422,Food,15072,12.0,180864.56,68728.53,112136.03,10.44,16579
12107,2422,Beverage,18820,9.0,169385.68,37264.85,132120.83,9.78,20702
12108,2422,Snacks,15840,6.0,95041.07,28512.32,66528.75,5.49,17424
12109,2422,Combo Meals,15759,18.0,283663.54,99282.24,184381.3,16.37,17334
12110,2422,Premium Dining,12879,35.0,450779.7,180311.88,270467.82,26.02,14166
12111,2423,Food,15633,12.0,187600.4,71288.15,116312.25,10.79,17196
12112,2423,Beverage,16992,9.0,152929.22,33644.43,119284.79,8.8,18691
12113,2423,Snacks,14100,6.0,84603.46,25381.04,59222.42,4.87,15510
12114,2423,Combo Meals,15635,18.0,281443.51,98505.23,182938.28,16.19,17198
12115,2423,Premium Dining,12220,35.0,427700.42,171080.17,256620.25,24.6,13442
12116,2424,Food,13996,12.0,167955.35,63823.03,104132.32,10.23,15395
12117,2424,Beverage,15196,9.0,136770.49,30089.51,106680.98,8.33,16715
