ticket_sale_id,game_id,segment_id,segment_name,tickets_available,tickets_sold,avg_ticket_price,discount_pct,gross_ticket_revenue,net_ticket_revenue,sell_through_rate
28349,3150,8,Season Ticket,1734,1587,145.1,1.46,230273.7,229268.42,91.55
28350,3150,9,Corporate Partner Allocation,867,867,318.11,3.42,275801.37,272967.63,100.0
28351,3151,1,Premium Courtside,520,491,461.3,0.48,226498.3,226172.27,94.47
28352,3151,2,Lower Bowl,2427,2189,187.63,2.61,410722.07,407511.92,90.23
28353,3151,3,Club Level,1387,1387,222.35,3.28,308399.45,305360.63,100.0
28354,3151,4,Upper Bowl,5202,4522,63.64,9.44,287780.08,279628.67,86.95
28355,3151,5,Family Pack,2080,1754,51.44,17.96,90225.76,85365.16,84.37
28356,3151,6,Student Promo,1387,1147,25.94,31.69,29753.18,26924.97,82.71
28357,3151,7,Group Sales,1734,1700,72.22,4.77,122774.0,121017.35,98.05
28358,3151,8,Season Ticket,1734,1469,141.02,3.95,207158.38,204705.86,84.73
28359,3151,9,Corporate Partner Allocation,867,862,313.56,3.13,270288.72,267750.65,99.45
28360,3152,1,Premium Courtside,520,443,453.28,3.19,200803.04,198883.46,85.38
28361,3152,2,Lower Bowl,2427,2322,183.82,5.86,426830.04,419326.96,95.71
28362,3152,3,Club Level,1387,1181,224.5,0.62,265134.5,264644.74,85.16
28363,3152,4,Upper Bowl,5202,4802,63.8,8.23,306367.6,298800.45,92.32
28364,3152,5,Family Pack,2080,1796,51.44,17.26,92386.24,87603.81,86.38
28365,3152,6,Student Promo,1387,1238,25.97,30.88,32150.86,29172.26,89.28
28366,3152,7,Group Sales,1734,1618,72.72,2.65,117660.96,116727.12,93.32
28367,3152,8,Season Ticket,1734,1439,141.21,2.92,203201.19,201421.59,83.02
28368,3152,9,Corporate Partner Allocation,867,740,309.98,4.62,229385.2,226202.81,85.43
28369,3153,1,Premium Courtside,520,520,460.72,2.31,239574.4,237912.84,100.0
28370,3153,2,Lower Bowl,2427,2333,180.79,11.31,421783.07,407474.14,96.14
28371,3153,3,Club Level,1387,1376,224.66,2.82,309132.16,306514.37,99.24
28372,3153,4,Upper Bowl,5202,4484,65.71,4.81,294643.64,290388.26,86.2
28373,3153,5,Family Pack,2080,2005,52.31,16.35,104881.55,99736.13,96.41
28374,3153,6,Student Promo,1387,1387,25.46,36.12,35313.02,31486.51,100.0
28375,3153,7,Group Sales,1734,1637,73.57,2.69,120434.09,119461.13,94.45
28376,3153,8,Season Ticket,1734,1620,142.96,2.83,231595.2,229626.02,93.48
28377,3153,9,Corporate Partner Allocation,867,867,317.31,2.36,275107.77,273162.49,100.0
28378,3154,1,Premium Courtside,520,520,462.22,2.85,240354.4,238301.31,100.0
28379,3154,2,Lower Bowl,2427,2402,190.14,2.72,456716.28,452982.9,99.0
28380,3154,3,Club Level,1387,1368,225.4,3.35,308347.2,305246.82,98.69
28381,3154,4,Upper Bowl,5202,5202,64.86,8.48,337401.72,328815.59,100.0
28382,3154,5,Family Pack,2080,2080,52.8,15.75,109824.0,104633.29,100.0
28383,3154,6,Student Promo,1387,1259,25.95,33.99,32671.05,29339.8,90.83
28384,3154,7,Group Sales,1734,1619,74.65,1.0,120858.35,120495.02,93.4
28385,3154,8,Season Ticket,1734,1714,140.49,7.39,240799.86,235463.16,98.86
28386,3154,9,Corporate Partner Allocation,867,830,318.12,3.03,264039.6,261637.41,95.77
28387,3155,1,Premium Courtside,520,520,461.84,2.47,240156.8,238379.2,100.0
28388,3155,2,Lower Bowl,2427,2386,185.08,7.45,441600.88,431733.46,98.34
28389,3155,3,Club Level,1387,1331,225.32,2.88,299900.92,297313.92,95.98
28390,3155,4,Upper Bowl,5202,5033,63.77,11.19,320954.41,310183.71,96.77
28391,3155,5,Family Pack,2080,2080,52.29,17.01,108763.2,103214.52,100.0
28392,3155,6,Student Promo,1387,1387,24.54,42.53,34036.98,29694.38,100.0
28393,3155,7,Group Sales,1734,1645,71.11,9.92,116975.95,113495.87,94.88
28394,3155,8,Season Ticket,1734,1675,139.96,7.59,234433.0,229095.08,96.63
28395,3155,9,Corporate Partner Allocation,867,867,314.11,4.98,272333.37,268268.31,100.0
28396,3156,1,Premium Courtside,520,518,460.78,4.34,238684.04,235573.52,99.62
28397,3156,2,Lower Bowl,2427,2326,188.15,5.67,437636.9,430189.12,95.87
28398,3156,3,Club Level,1387,1387,228.38,1.64,316763.06,315203.77,100.0
28399,3156,4,Upper Bowl,5202,5202,64.51,10.36,335581.02,325154.53,100.0
28400,3156,5,Family Pack,2080,2080,52.24,18.5,108659.2,102629.27,100.0
28401,3156,6,Student Promo,1387,1319,25.33,38.66,33410.27,29535.53,95.11
28402,3156,7,Group Sales,1734,1625,74.58,2.07,121192.5,120438.71,93.75
28403,3156,8,Season Ticket,1734,1599,142.64,5.32,228081.36,224441.44,92.23
28404,3156,9,Corporate Partner Allocation,867,867,319.83,2.87,277292.61,274907.83,100.0
28405,3157,1,Premium Courtside,520,520,472.92,2.18,245918.4,244311.15,100.0
28406,3157,2,Lower Bowl,2427,2427,194.68,1.92,472488.36,469766.38,100.0
28407,3157,3,Club Level,1387,1387,233.35,0.34,323656.45,323321.53,100.0
28408,3157,4,Upper Bowl,5202,5202,65.82,9.4,342395.64,332735.49,100.0
28409,3157,5,Family Pack,2080,2052,52.89,18.98,108530.28,102349.73,98.68
28410,3157,6,Student Promo,1387,1387,25.66,39.02,35590.42,31423.82,100.0
28411,3157,7,Group Sales,1734,1734,74.89,4.22,129859.26,128215.78,100.0
28412,3157,8,Season Ticket,1734,1734,147.58,1.57,255903.72,254699.09,100.0
28413,3157,9,Corporate Partner Allocation,867,867,325.47,2.37,282182.49,280173.78,100.0
28414,3158,1,Premium Courtside,569,569,472.63,0.73,268926.47,268335.26,100.0
28415,3158,2,Lower Bowl,2656,2656,189.14,6.03,502355.84,493266.17,100.0
28416,3158,3,Club Level,1518,1491,229.77,1.85,342587.07,340685.12,98.23
28417,3158,4,Upper Bowl,5693,5693,66.97,4.52,381260.21,376094.42,100.0
28418,3158,5,Family Pack,2277,2277,51.94,20.84,118267.38,110872.81,100.0
28419,3158,6,Student Promo,1518,1518,26.65,31.45,40454.7,36638.34,100.0
28420,3158,7,Group Sales,1897,1897,72.98,7.69,138443.06,135248.21,100.0
28421,3158,8,Season Ticket,1897,1852,146.46,1.52,271243.92,270010.85,97.68
28422,3158,9,Corporate Partner Allocation,948,948,326.67,0.07,309683.16,309619.52,100.0
28423,3159,1,Premium Courtside,569,569,468.38,1.03,266508.22,265684.23,100.0
28424,3159,2,Lower Bowl,2656,2459,192.12,1.48,472423.08,470331.19,92.61
28425,3159,3,Club Level,1518,1518,224.6,4.84,340942.8,335990.68,100.0
28426,3159,4,Upper Bowl,5693,5693,64.38,10.67,366515.34,354785.35,100.0
28427,3159,5,Family Pack,2277,2179,53.02,15.73,115530.58,110080.37,95.72
28428,3159,6,Student Promo,1518,1518,26.19,33.11,39756.42,35807.17,100.0
28429,3159,7,Group Sales,1897,1829,71.43,10.34,130645.47,126591.94,96.47
28430,3159,8,Season Ticket,1897,1829,146.24,0.32,267472.96,267214.19,96.46
28431,3159,9,Corporate Partner Allocation,948,948,321.87,1.51,305132.76,303746.64,100.0
28432,3160,1,Premium Courtside,569,507,450.08,4.36,228190.56,225202.51,89.15
28433,3160,2,Lower Bowl,2656,2307,177.89,11.92,410392.23,395712.46,86.89
28434,3160,3,Club Level,1518,1300,220.85,3.65,287105.0,283964.19,85.64
28435,3160,4,Upper Bowl,5693,5319,63.95,7.57,340150.05,332421.16,93.45
28436,3160,5,Family Pack,2277,1856,52.01,15.03,96530.56,92176.93,81.53
28437,3160,6,Student Promo,1518,1414,24.65,39.27,34855.1,30748.67,93.2
28438,3160,7,Group Sales,1897,1794,71.05,6.97,127463.7,124798.68,94.57
28439,3160,8,Season Ticket,1897,1612,140.91,3.13,227146.92,225015.1,84.99
28440,3160,9,Corporate Partner Allocation,948,923,310.43,4.13,286526.89,282974.86,97.45
28441,3161,1,Premium Courtside,569,558,451.85,4.97,252132.3,248371.48,98.19
28442,3161,2,Lower Bowl,2656,2617,190.25,0.25,497884.25,497506.45,98.55
28443,3161,3,Club Level,1518,1468,221.92,4.07,325778.56,321796.63,96.73
28444,3161,4,Upper Bowl,5693,5522,66.05,2.65,364728.1,361833.61,97.01
28445,3161,5,Family Pack,2277,2139,51.82,17.0,110842.98,105190.88,93.97
28446,3161,6,Student Promo,1518,1499,25.96,31.9,38914.04,35189.83,98.78
28447,3161,7,Group Sales,1897,1729,71.33,7.57,123329.57,120529.95,91.15
28448,3161,8,Season Ticket,1897,1750,137.51,9.22,240642.5,233986.7,92.28
28449,3161,9,Corporate Partner Allocation,948,920,314.34,3.05,289192.8,286546.04,97.11
28450,3162,1,Premium Courtside,569,543,456.03,0.57,247624.29,247199.1,95.55
28451,3162,2,Lower Bowl,2656,2394,182.43,5.94,436737.42,428958.78,90.16
28452,3162,3,Club Level,1518,1412,220.1,3.12,310781.2,307875.67,93.06
28453,3162,4,Upper Bowl,5693,4736,64.82,3.76,306987.52,303527.07,83.2
28454,3162,5,Family Pack,2277,1825,51.45,15.9,93896.25,89418.63,80.17
28455,3162,6,Student Promo,1518,1234,25.75,31.07,31775.5,28813.58,81.3
28456,3162,7,Group Sales,1897,1658,71.65,4.17,118795.7,117308.55,87.4
28457,3162,8,Season Ticket,1897,1694,133.81,11.91,226674.14,218578.4,89.32
28458,3162,9,Corporate Partner Allocation,948,862,311.91,2.0,268866.42,267255.55,91.02
28459,3163,1,Premium Courtside,569,510,457.77,1.32,233462.7,232541.42,89.75
28460,3163,2,Lower Bowl,2656,2242,184.33,5.39,413267.86,406580.66,84.45
28461,3163,3,Club Level,1518,1337,224.28,0.88,299862.36,299066.41,88.09
28462,3163,4,Upper Bowl,5693,4617,65.19,4.12,300982.23,297261.08,81.11
28463,3163,5,Family Pack,2277,1851,51.78,16.12,95844.78,91208.56,81.32
28464,3163,6,Student Promo,1518,1339,25.94,31.13,34733.66,31490.03,88.24
28465,3163,7,Group Sales,1897,1655,70.55,8.62,116760.25,113739.67,87.28
28466,3163,8,Season Ticket,1897,1608,143.31,0.07,230442.48,230391.33,84.77
28467,3163,9,Corporate Partner Allocation,948,804,311.49,3.75,250437.96,247623.62,84.89
28468,3164,1,Premium Courtside,569,569,464.76,4.89,264448.44,260569.08,100.0
28469,3164,2,Lower Bowl,2656,2656,188.16,7.86,499752.96,487970.79,100.0
28470,3164,3,Club Level,1518,1518,231.94,0.83,352084.92,351205.07,100.0
28471,3164,4,Upper Bowl,5693,5610,65.84,8.63,369362.4,359799.03,98.55
28472,3164,5,Family Pack,2277,2201,53.78,15.28,118369.78,112944.35,96.68
28473,3164,6,Student Promo,1518,1518,24.48,45.87,37160.64,32046.87,100.0
28474,3164,7,Group Sales,1897,1894,73.37,7.48,138962.78,135844.8,99.89
28475,3164,8,Season Ticket,1897,1897,144.57,4.92,274249.29,270198.89,100.0
28476,3164,9,Corporate Partner Allocation,948,948,322.62,3.4,305843.76,302727.22,100.0
28477,3165,1,Premium Courtside,569,537,461.47,1.94,247809.39,246368.26,94.41
28478,3165,2,Lower Bowl,2656,2579,181.32,10.7,467624.28,452609.86,97.13
28479,3165,3,Club Level,1518,1371,225.11,2.38,308625.81,306424.67,90.34
28480,3165,4,Upper Bowl,5693,5224,64.01,9.8,334388.24,324555.38,91.77
28481,3165,5,Family Pack,2277,2235,51.36,19.64,114789.6,108024.52,98.18
28482,3165,6,Student Promo,1518,1466,24.9,39.68,36503.4,32158.54,96.62
28483,3165,7,Group Sales,1897,1897,71.73,7.59,136071.81,132974.29,100.0
28484,3165,8,Season Ticket,1897,1635,142.63,3.23,233200.05,230939.02,86.24
28485,3165,9,Corporate Partner Allocation,948,895,314.77,3.89,281719.15,278430.85,94.43
28486,3166,1,Premium Courtside,569,561,459.97,1.21,258043.17,257102.64,98.64
28487,3166,2,Lower Bowl,2656,2270,186.61,3.83,423604.7,418736.98,85.48
28488,3166,3,Club Level,1518,1365,220.71,4.89,301269.15,296847.31,89.97
28489,3166,4,Upper Bowl,5693,4830,64.86,5.96,313273.8,307676.49,84.85
28490,3166,5,Family Pack,2277,2082,51.27,18.72,106744.14,100750.26,91.47
28491,3166,6,Student Promo,1518,1365,25.49,34.78,34793.85,31163.17,89.98
28492,3166,7,Group Sales,1897,1837,71.59,6.62,131510.83,128898.2,96.89
28493,3166,8,Season Ticket,1897,1712,136.05,11.0,232917.6,225228.66,90.29
28494,3166,9,Corporate Partner Allocation,948,945,317.88,0.58,300396.6,299873.8,99.69
28495,3167,1,Premium Courtside,569,513,456.72,3.79,234297.36,231633.64,90.28
28496,3167,2,Lower Bowl,2656,2450,182.17,9.63,446316.5,433425.93,92.27
28497,3167,3,Club Level,1518,1518,223.47,3.63,339227.46,335534.35,100.0
28498,3167,4,Upper Bowl,5693,5393,63.4,11.43,341916.2,330189.06,94.75
28499,3167,5,Family Pack,2277,2157,51.24,19.89,110524.68,103928.97,94.75
28500,3167,6,Student Promo,1518,1515,25.66,34.63,38874.9,34836.62,99.81
28501,3167,7,Group Sales,1897,1643,72.65,4.93,119363.95,117597.36,86.64
28502,3167,8,Season Ticket,1897,1836,141.94,3.99,260601.84,257479.19,96.79
28503,3167,9,Corporate Partner Allocation,948,926,317.07,2.26,293606.82,291612.69,97.73
28504,3168,1,Premium Courtside,569,501,456.78,3.18,228846.78,226660.46,88.19
28505,3168,2,Lower Bowl,2656,2384,180.41,10.92,430097.44,416003.0,89.77
28506,3168,3,Club Level,1518,1368,222.79,3.65,304776.72,301440.97,90.13
28507,3168,4,Upper Bowl,5693,5302,63.69,10.02,337684.38,327534.42,93.14
28508,3168,5,Family Pack,2277,2053,52.27,15.73,107310.31,102246.98,90.18
28509,3168,6,Student Promo,1518,1333,25.47,35.37,33951.51,30348.45,87.84
28510,3168,7,Group Sales,1897,1733,74.0,0.73,128242.0,127962.2,91.41
28511,3168,8,Season Ticket,1897,1741,142.39,2.79,247900.99,245824.05,91.79
28512,3168,9,Corporate Partner Allocation,948,930,314.54,3.27,292522.2,289655.06,98.15
28513,3169,1,Premium Courtside,569,512,458.24,2.22,234618.88,233055.04,90.02
28514,3169,2,Lower Bowl,2656,2221,181.55,9.4,403222.55,391853.25,83.65
28515,3169,3,Club Level,1518,1356,223.8,2.42,303472.8,301267.74,89.38
28516,3169,4,Upper Bowl,5693,5318,64.81,6.35,344659.58,338089.68,93.42
28517,3169,5,Family Pack,2277,2218,51.34,18.7,113872.12,107485.19,97.44
28518,3169,6,Student Promo,1518,1272,25.37,35.74,32270.64,28810.53,83.8
28519,3169,7,Group Sales,1897,1681,72.44,4.6,121771.64,120092.38,88.64
28520,3169,8,Season Ticket,1897,1657,138.92,7.28,230190.44,225163.6,87.35
28521,3169,9,Corporate Partner Allocation,948,948,314.58,2.91,298221.84,295620.57,100.0
28522,3170,1,Premium Courtside,569,569,477.55,0.24,271725.95,271530.5,100.0
28523,3170,2,Lower Bowl,2656,2656,188.61,8.09,500948.16,488786.39,100.0
28524,3170,3,Club Level,1518,1518,228.36,4.61,346650.48,341851.39,100.0
28525,3170,4,Upper Bowl,5693,5693,65.16,11.3,370955.88,358379.09,100.0
28526,3170,5,Family Pack,2277,2277,53.89,15.57,122707.53,116975.58,100.0
28527,3170,6,Student Promo,1518,1508,26.18,35.73,39479.44,35247.29,99.38
28528,3170,7,Group Sales,1897,1869,73.56,7.67,137483.64,134318.57,98.53
28529,3170,8,Season Ticket,1897,1897,147.55,1.61,279902.35,278552.94,100.0
28530,3170,9,Corporate Partner Allocation,948,948,325.77,2.19,308829.96,306802.92,100.0
28531,3171,1,Premium Courtside,569,547,467.39,1.63,255662.33,254412.59,96.17
28532,3171,2,Lower Bowl,2656,2656,183.69,10.36,487880.64,472710.6,100.0
28533,3171,3,Club Level,1518,1518,225.69,4.07,342597.42,338414.86,100.0
28534,3171,4,Upper Bowl,5693,5600,65.87,6.45,368872.0,361736.71,98.37
28535,3171,5,Family Pack,2277,2277,53.19,15.31,121113.63,115552.4,100.0
28536,3171,6,Student Promo,1518,1465,26.62,30.55,38998.3,35423.61,96.54
28537,3171,7,Group Sales,1897,1818,74.43,2.58,135313.74,134267.96,95.84
28538,3171,8,Season Ticket,1897,1882,140.41,8.45,264251.62,257554.33,99.25
28539,3171,9,Corporate Partner Allocation,948,948,317.99,4.09,301454.52,297757.13,100.0
28540,3172,1,Premium Courtside,569,497,449.93,4.18,223615.21,220813.97,87.45
28541,3172,2,Lower Bowl,2656,2439,188.87,0.05,460653.93,460586.39,91.86
28542,3172,3,Club Level,1518,1485,219.7,4.41,326254.5,321934.53,97.86
28543,3172,4,Upper Bowl,5693,4906,64.9,4.44,318399.4,314160.97,86.18
28544,3172,5,Family Pack,2277,2177,50.21,21.22,109307.17,102348.4,95.64
28545,3172,6,Student Promo,1518,1387,25.19,35.55,34938.53,31211.82,91.43
28546,3172,7,Group Sales,1897,1536,69.73,10.31,107105.28,103792.13,81.0
28547,3172,8,Season Ticket,1897,1604,140.87,2.92,225955.48,223972.8,84.61
28548,3172,9,Corporate Partner Allocation,948,915,312.64,2.48,286065.6,283937.07,96.59
28549,3173,1,Premium Courtside,569,569,462.6,1.2,263219.4,262269.35,100.0
28550,3173,2,Lower Bowl,2656,2515,190.94,0.41,480214.1,479629.98,94.71
28551,3173,3,Club Level,1518,1518,227.47,0.05,345299.46,345245.27,100.0
28552,3173,4,Upper Bowl,5693,5098,67.14,0.24,342279.72,342034.86,89.55
28553,3173,5,Family Pack,2277,2220,49.85,24.74,110667.0,102454.21,97.5
28554,3173,6,Student Promo,1518,1382,25.66,34.6,35462.12,31781.53,91.06
28555,3173,7,Group Sales,1897,1886,74.39,0.19,140299.54,140218.49,99.46
28556,3173,8,Season Ticket,1897,1891,136.27,11.77,257686.57,248584.37,99.74
28557,3173,9,Corporate Partner Allocation,948,918,319.08,0.95,292915.44,292079.01,96.84
28558,3174,1,Premium Courtside,569,567,455.13,3.87,258058.71,255064.21,99.71
28559,3174,2,Lower Bowl,2656,2404,181.47,9.78,436253.88,423451.25,90.55
28560,3174,3,Club Level,1518,1398,226.64,0.23,316842.72,316627.71,92.13
28561,3174,4,Upper Bowl,5693,5360,64.92,6.33,347971.2,341364.95,94.15
28562,3174,5,Family Pack,2277,1925,52.17,16.07,100427.25,95584.62,84.55
28563,3174,6,Student Promo,1518,1415,25.29,36.53,35785.35,31863.18,93.26
28564,3174,7,Group Sales,1897,1797,72.45,4.88,130192.65,128286.96,94.74
28565,3174,8,Season Ticket,1897,1816,138.44,8.25,251407.04,245187.4,95.78
28566,3174,9,Corporate Partner Allocation,948,857,315.06,2.92,270006.42,267644.58,90.43
28567,3175,1,Premium Courtside,569,569,466.97,3.37,265705.93,263018.37,100.0
28568,3175,2,Lower Bowl,2656,2656,184.42,11.11,489819.52,473491.39,100.0
28569,3175,3,Club Level,1518,1518,229.71,2.15,348699.78,346447.47,100.0
28570,3175,4,Upper Bowl,5693,5448,67.33,3.73,366813.84,362711.98,95.71
28571,3175,5,Family Pack,2277,2277,53.43,15.93,121660.11,115847.58,100.0
28572,3175,6,Student Promo,1518,1518,26.22,34.41,39801.96,35693.35,100.0
28573,3175,7,Group Sales,1897,1894,72.37,9.55,137068.78,133140.74,99.86
28574,3175,8,Season Ticket,1897,1897,146.93,1.14,278726.21,277774.96,100.0
28575,3175,9,Corporate Partner Allocation,948,948,320.8,3.92,304118.4,300545.26,100.0
28576,3176,1,Premium Courtside,569,569,475.84,0.25,270752.96,270549.34,100.0
28577,3176,2,Lower Bowl,2656,2624,194.23,1.67,509659.52,507100.99,98.83
28578,3176,3,Club Level,1518,1518,230.82,1.81,350384.76,348483.64,100.0
28579,3176,4,Upper Bowl,5693,5572,66.59,6.48,371039.48,363821.7,97.89
28580,3176,5,Family Pack,2277,2277,53.43,16.48,121660.11,115644.35,100.0
28581,3176,6,Student Promo,1518,1496,26.11,35.57,39060.56,34892.7,98.57
28582,3176,7,Group Sales,1897,1897,72.93,8.65,138348.21,134757.76,100.0
28583,3176,8,Season Ticket,1897,1897,146.14,2.81,277227.58,274890.76,100.0
28584,3176,9,Corporate Partner Allocation,948,948,327.39,0.5,310365.72,309901.88,100.0
28585,3177,1,Premium Courtside,569,567,462.91,1.24,262469.97,261491.58,99.66
28586,3177,2,Lower Bowl,2656,2335,182.7,9.19,426604.5,414838.25,87.95
28587,3177,3,Club Level,1518,1464,223.34,3.85,326969.76,323194.33,96.48
28588,3177,4,Upper Bowl,5693,5100,65.14,6.36,332214.0,325872.04,89.59
28589,3177,5,Family Pack,2277,1966,51.89,17.72,102015.74,96593.61,86.35
28590,3177,6,Student Promo,1518,1446,24.98,39.12,36121.08,31881.77,95.3
28591,3177,7,Group Sales,1897,1897,72.64,5.07,137798.08,135703.65,100.0
28592,3177,8,Season Ticket,1897,1636,139.76,7.12,228647.36,223762.01,86.29
28593,3177,9,Corporate Partner Allocation,948,948,319.4,0.92,302791.2,301951.0,100.0
28594,3178,1,Premium Courtside,569,527,455.36,3.98,239974.72,237107.31,92.76
28595,3178,2,Lower Bowl,2656,2438,187.46,3.71,457027.48,451938.97,91.79
28596,3178,3,Club Level,1518,1518,226.2,0.83,343371.6,342519.19,100.0
28597,3178,4,Upper Bowl,5693,4841,66.23,2.62,320619.43,318103.96,85.04
28598,3178,5,Family Pack,2277,2202,51.58,18.32,113579.16,107336.96,96.72
28599,3178,6,Student Promo,1518,1291,26.07,31.64,33656.37,30461.29,85.09
28600,3178,7,Group Sales,1897,1644,72.99,3.63,119995.56,118688.1,86.67
28601,3178,8,Season Ticket,1897,1653,138.63,8.18,229155.39,223528.72,87.18
28602,3178,9,Corporate Partner Allocation,948,948,313.08,4.37,296799.84,292909.58,100.0
28603,3179,1,Premium Courtside,569,569,469.02,0.66,266872.38,266340.16,100.0
28604,3179,2,Lower Bowl,2656,2410,188.87,4.75,455176.7,448691.77,90.74
28605,3179,3,Club Level,1518,1518,229.23,0.73,347971.14,347211.33,100.0
28606,3179,4,Upper Bowl,5693,5142,67.55,1.23,347342.1,346055.37,90.32
28607,3179,5,Family Pack,2277,2277,52.92,15.97,120498.84,114724.53,100.0
28608,3179,6,Student Promo,1518,1518,25.23,39.17,38299.14,33798.7,100.0
28609,3179,7,Group Sales,1897,1806,72.38,7.75,130718.28,127678.99,95.23
28610,3179,8,Season Ticket,1897,1794,140.05,8.68,251249.7,244706.23,94.59
28611,3179,9,Corporate Partner Allocation,948,929,320.9,2.02,298116.1,296306.24,98.02
28612,3180,1,Premium Courtside,569,569,468.83,3.14,266764.27,264253.05,100.0
28613,3180,2,Lower Bowl,2656,2563,194.88,0.95,499477.44,498048.99,96.52
28614,3180,3,Club Level,1518,1518,230.73,1.83,350248.14,348325.9,100.0
28615,3180,4,Upper Bowl,5693,5608,66.9,5.53,375175.2,368955.96,98.52
28616,3180,5,Family Pack,2277,2277,52.89,18.29,120430.53,113821.3,100.0
28617,3180,6,Student Promo,1518,1518,25.99,36.33,39452.82,35152.93,100.0
28618,3180,7,Group Sales,1897,1897,74.06,5.64,140491.82,138116.14,100.0
28619,3180,8,Season Ticket,1897,1897,143.93,5.74,273035.21,268332.15,100.0
28620,3180,9,Corporate Partner Allocation,948,948,324.51,2.2,307635.48,305607.18,100.0
28621,3181,1,Premium Courtside,569,569,464.93,4.61,264545.17,260884.61,100.0
28622,3181,2,Lower Bowl,2656,2656,187.25,8.59,497336.0,484524.89,100.0
28623,3181,3,Club Level,1518,1518,228.64,3.46,347075.52,343472.31,100.0
28624,3181,4,Upper Bowl,5693,5495,67.1,4.77,368714.5,363435.37,96.53
28625,3181,5,Family Pack,2277,2277,53.08,17.51,120863.16,114515.66,100.0
28626,3181,6,Student Promo,1518,1518,24.92,42.94,37828.56,32955.45,100.0
28627,3181,7,Group Sales,1897,1830,74.26,4.96,135895.8,133872.17,96.48
28628,3181,8,Season Ticket,1897,1846,140.7,9.95,259732.2,251982.35,97.31
28629,3181,9,Corporate Partner Allocation,948,948,320.65,4.39,303976.2,299971.23,100.0
28630,3182,1,Premium Courtside,569,564,458.24,2.51,258447.36,256498.16,99.21
28631,3182,2,Lower Bowl,2656,2270,188.5,2.4,427895.0,424812.96,85.5
28632,3182,3,Club Level,1518,1461,224.97,1.69,328681.17,327019.55,96.26
28633,3182,4,Upper Bowl,5693,5505,64.62,7.2,355733.1,348048.26,96.7
28634,3182,5,Family Pack,2277,2032,51.8,17.36,105257.6,99776.51,89.28
28635,3182,6,Student Promo,1518,1362,25.46,35.4,34676.52,30993.76,89.78
28636,3182,7,Group Sales,1897,1615,72.1,5.79,116441.5,114417.27,85.18
28637,3182,8,Season Ticket,1897,1690,137.47,9.57,232324.3,225652.6,89.13
28638,3182,9,Corporate Partner Allocation,948,889,313.73,3.73,278905.97,275782.17,93.86
28639,3183,1,Premium Courtside,569,478,447.93,4.62,214110.54,211141.07,84.01
28640,3183,2,Lower Bowl,2656,2284,183.97,4.81,420187.48,414125.18,86.03
28641,3183,3,Club Level,1518,1401,221.99,1.95,311007.99,309192.72,92.35
28642,3183,4,Upper Bowl,5693,4745,66.01,0.66,313217.45,312593.71,83.36
28643,3183,5,Family Pack,2277,1950,51.4,16.58,100230.0,95244.7,85.65
28644,3183,6,Student Promo,1518,1379,25.84,30.92,35633.36,32328.12,90.89
28645,3183,7,Group Sales,1897,1506,71.33,5.55,107422.98,105633.66,79.41
28646,3183,8,Season Ticket,1897,1684,139.69,4.15,235237.96,232307.77,88.8
28647,3183,9,Corporate Partner Allocation,948,925,313.24,1.67,289747.0,288296.37,97.63
28648,3184,1,Premium Courtside,569,533,459.12,1.8,244710.96,243391.83,93.85
28649,3184,2,Lower Bowl,2656,2328,182.38,8.49,424580.64,413764.24,87.68
28650,3184,3,Club Level,1518,1518,221.77,4.18,336646.86,332429.03,100.0
28651,3184,4,Upper Bowl,5693,5136,65.68,3.71,337332.48,333578.06,90.22
28652,3184,5,Family Pack,2277,2192,51.4,18.46,112668.8,106427.95,96.3
28653,3184,6,Student Promo,1518,1419,24.81,39.33,35205.39,31051.48,93.52
28654,3184,7,Group Sales,1897,1636,71.35,7.5,116728.6,114101.78,86.27
28655,3184,8,Season Ticket,1897,1751,136.22,10.98,238521.22,230662.01,92.36
28656,3184,9,Corporate Partner Allocation,948,858,315.46,2.31,270664.68,268787.32,90.55
28657,3185,1,Premium Courtside,569,532,468.99,0.28,249502.68,249294.2,93.58
28658,3185,2,Lower Bowl,2656,2435,181.7,11.78,442439.5,426804.81,91.71
28659,3185,3,Club Level,1518,1518,228.27,1.16,346513.86,345307.43,100.0
28660,3185,4,Upper Bowl,5693,5563,64.56,9.66,359147.28,348736.88,97.72
28661,3185,5,Family Pack,2277,2084,52.19,18.16,108763.96,102839.39,91.54
28662,3185,6,Student Promo,1518,1466,25.48,37.21,37353.68,33183.98,96.6
28663,3185,7,Group Sales,1897,1807,73.73,3.75,133230.11,131731.92,95.29
28664,3185,8,Season Ticket,1897,1897,137.83,11.34,261463.51,252570.43,100.0
28665,3185,9,Corporate Partner Allocation,948,942,317.63,3.65,299207.46,295934.63,99.46
28666,3186,1,Premium Courtside,569,564,460.86,1.0,259925.04,259146.3,99.17
28667,3186,2,Lower Bowl,2656,2625,186.87,3.72,490533.75,485058.21,98.85
28668,3186,3,Club Level,1518,1353,220.95,4.85,298945.35,294592.99,89.15
28669,3186,4,Upper Bowl,5693,5262,64.2,8.09,337820.4,329620.7,92.44
28670,3186,5,Family Pack,2277,2108,50.96,19.95,107423.68,100995.22,92.6
28671,3186,6,Student Promo,1518,1436,25.11,37.35,36057.96,32017.99,94.61
28672,3186,7,Group Sales,1897,1735,74.05,0.17,128476.75,128412.13,91.48
